id,room_id,user_id,joined_at,left_at,is_host,device_type
f7faceb8-e6d7-477c-9a2c-291c14a19241,4cfb8d2e-46a4-412a-90ec-39a322ff9e9f,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 11:47:28,2026-06-19 12:43:28,True,mobile
cdec0066-2538-4372-955f-ebce367949e2,4cfb8d2e-46a4-412a-90ec-39a322ff9e9f,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 11:47:28,2026-06-19 13:54:28,False,web
ec609dc0-6b39-4c51-b3ef-a23a13dde64b,955504a6-7a2b-41dd-b20f-7919c0eb0966,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 11:51:50,2026-06-19 14:09:50,True,web
847b1d6d-eda0-4518-b42f-a2f403f9a390,955504a6-7a2b-41dd-b20f-7919c0eb0966,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 11:51:50,2026-06-19 12:59:50,False,web
e42658ec-db27-4de8-b1e9-2b422541acc4,ea78f0e8-7450-4b1b-8e09-60a505e51169,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 11:52:05,2026-06-19 14:34:05,True,desktop
cf257b3c-2244-4102-b891-9f61dfa72331,ea78f0e8-7450-4b1b-8e09-60a505e51169,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 11:52:05,2026-06-19 14:06:05,False,web
c2a645e4-422e-43d2-98be-9711868305d3,2f37602c-202a-473e-937f-bf9ef0633f2f,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,2026-06-19 11:52:41,2026-06-19 11:57:41,True,desktop
6d7279de-95da-4239-96d1-1aa792ce0375,2f37602c-202a-473e-937f-bf9ef0633f2f,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 11:52:41,2026-06-19 14:11:41,False,mobile
84f8ed02-2dc6-4f59-8764-a3f32cee5385,986cc518-44a9-46f6-a733-dcfb1b0340fa,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 11:52:57,2026-06-19 11:59:57,True,desktop
752a371d-933b-476f-a876-7527ea0b36c4,986cc518-44a9-46f6-a733-dcfb1b0340fa,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 11:52:57,2026-06-19 12:00:57,False,desktop
6f11a9c0-b2a8-432e-ac63-e3477a86b90b,de8790fe-be21-4702-b6a1-fc517d62a9be,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 11:54:15,2026-06-19 13:26:15,True,desktop
ac169f3e-40f3-47ab-9854-339d807c5539,de8790fe-be21-4702-b6a1-fc517d62a9be,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 11:54:15,2026-06-19 13:47:15,False,mobile
f43aef7b-5d38-4aed-ad68-6175b1331e17,920208e7-d778-41bf-ab76-0bfbdc31c60a,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 11:54:22,2026-06-19 14:25:22,True,desktop
5da89176-54f0-4ad8-b236-595aa0a20849,920208e7-d778-41bf-ab76-0bfbdc31c60a,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 11:54:22,2026-06-19 14:18:22,False,desktop
1fbc5a6e-cd74-4f3d-a784-2ad3f52aa472,93fc29d0-66e9-4eaa-810d-45c48694563c,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 11:54:46,2026-06-19 13:42:46,True,desktop
6522ae5c-d45f-4744-8a3a-3324df60ca41,93fc29d0-66e9-4eaa-810d-45c48694563c,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 11:54:46,2026-06-19 12:34:46,False,mobile
02f5dcd4-4160-4b15-b4a2-1d30b80c5a5b,c5205ab3-b31e-4906-8bb7-9e37504b78cd,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 11:56:47,2026-06-19 13:50:47,True,web
fe9768da-f9a0-4f3d-a3d1-1d8890f2bb9f,c5205ab3-b31e-4906-8bb7-9e37504b78cd,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 11:56:47,2026-06-19 14:28:47,False,mobile
594f882c-f2b4-48a5-897c-4b045e78e301,cd028468-9427-43e9-ab62-f002cfd3a114,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 11:56:56,2026-06-19 12:42:56,True,mobile
e5b18daa-6d70-4ce9-b3c5-9963bd0e9e39,cd028468-9427-43e9-ab62-f002cfd3a114,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 11:56:56,2026-06-19 14:07:56,False,mobile
b40491e9-fc79-4e4b-93c0-ff01bebb4380,0709b5b6-37f8-4d22-8ad8-1de9c6016410,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 11:57:38,2026-06-19 13:02:38,True,desktop
27de08cd-9bf7-4353-9500-57eaf70858bd,0709b5b6-37f8-4d22-8ad8-1de9c6016410,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 11:57:38,2026-06-19 12:09:38,False,web
afff0803-7b73-449a-875f-734ca27c98ad,1cee4370-b98b-44bc-b421-29b1dab34f22,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 11:58:42,2026-06-19 14:22:42,True,web
4c9dc4b8-6a98-472a-bb34-d1098585b8c3,1cee4370-b98b-44bc-b421-29b1dab34f22,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 11:58:42,2026-06-19 14:17:42,False,desktop
c0f5c752-eb3e-45e7-af88-1bb48d0e54c8,45124c54-13a9-4af9-ad26-187b2004ef55,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 11:59:00,2026-06-19 14:08:00,True,desktop
3451a938-1b07-4c95-a653-3d47ca5306c8,45124c54-13a9-4af9-ad26-187b2004ef55,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 11:59:00,2026-06-19 14:31:00,False,mobile
7378bf88-7274-4a83-b568-e47c230690dc,9ad7a3b0-e078-45bd-b82b-cd974a0918dd,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 12:00:05,2026-06-19 12:17:05,True,mobile
85178aeb-dabd-49d4-9988-6cd5e6675cae,9ad7a3b0-e078-45bd-b82b-cd974a0918dd,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 12:00:05,2026-06-19 12:38:05,False,desktop
c495b619-a31b-4d63-8541-0c2c98cbd5ae,f708790d-15e8-4f2f-ab5d-79a98809ab49,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 12:00:12,2026-06-19 14:44:12,True,desktop
cd99c080-613f-43f7-a7e2-eddc2a34534e,f708790d-15e8-4f2f-ab5d-79a98809ab49,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 12:00:12,2026-06-19 13:00:12,False,desktop
d7e7a7f7-beca-4d69-aa2b-2219496f2616,46beb8b6-e2b0-49ca-a0e5-903b56933580,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 12:00:49,2026-06-19 13:14:49,True,desktop
07d305f3-d88d-43e1-88ba-311e734a5e76,46beb8b6-e2b0-49ca-a0e5-903b56933580,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 12:00:49,2026-06-19 12:57:49,False,desktop
c981e2b6-5357-44ca-b33a-23ffc83b14ba,0af5b806-9b1b-4eaa-a586-d5277bb62007,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 12:01:17,2026-06-19 13:23:17,True,web
1a59b372-c8e2-484f-8ca8-636ddb5935ab,0af5b806-9b1b-4eaa-a586-d5277bb62007,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 12:01:17,2026-06-19 13:56:17,False,web
91b6da7c-7286-4f21-ba9b-ff7978e291be,42d19a2e-3e76-4265-9fdf-8009b3ae6fb1,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 12:01:24,2026-06-19 14:43:24,True,web
b20bf97c-4deb-4a2e-a631-190f630b9ad4,42d19a2e-3e76-4265-9fdf-8009b3ae6fb1,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 12:01:24,2026-06-19 14:13:24,False,web
b602d749-857d-417d-a7d2-bfdc8b2638f8,91e8be6a-17cb-419b-95c6-90ca04e73eaa,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,2026-06-19 12:24:08,2026-06-19 12:35:08,True,web
b0843b09-7991-4839-a87a-00dac3e81371,91e8be6a-17cb-419b-95c6-90ca04e73eaa,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 12:24:08,2026-06-19 14:38:08,False,web
a6c99ba4-7884-4d7c-85e6-717701ced3f5,8c2fde24-7697-464b-853e-ba717ed348ec,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 12:24:17,2026-06-19 12:56:17,True,desktop
ec8b9ba0-1714-45c8-97aa-af78fdb12965,8c2fde24-7697-464b-853e-ba717ed348ec,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,2026-06-19 12:24:17,2026-06-19 13:58:17,False,desktop
29ec37ff-0829-4262-85c2-78e0b690a35e,49ea046c-c241-4093-9099-9966a6ac38ca,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 12:32:21,2026-06-19 14:45:21,True,web
e16e3cb4-ced1-429e-a3bb-7ba7f3c07ec4,49ea046c-c241-4093-9099-9966a6ac38ca,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 12:32:21,2026-06-19 15:04:21,False,mobile
2241d5f3-e4a7-4bbc-ba56-a906ee3daaf8,999898f9-1393-4d69-89be-a45d1c1a88fe,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 12:32:36,2026-06-19 14:57:36,True,mobile
a9a818a0-faf3-454a-90b9-3e9f8986e45c,999898f9-1393-4d69-89be-a45d1c1a88fe,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 12:32:36,2026-06-19 13:29:36,False,mobile
293c444c-fc0d-44bd-bcda-7c355fa54041,0a2674cf-b13d-45b9-bc2b-c526adb7e735,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 12:33:40,2026-06-19 13:32:40,True,mobile
4b80d1ea-ea33-46b7-b932-b596fe36f4a1,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 12:33:40,2026-06-19 13:25:40,False,desktop
b2309cae-2615-4e20-af2a-fb62c6e83b82,4a536761-b276-4efd-b1c5-b39c13532e0e,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 12:33:47,2026-06-19 13:37:47,True,mobile
b701bf09-a1e5-496e-a19c-b1b21c1bff38,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 12:33:47,2026-06-19 13:00:47,False,web
79894a41-c031-494f-b4b0-06787b60f789,2cdbdbea-fd2a-43be-b248-0249d9126bb6,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 12:34:03,2026-06-19 15:09:03,True,mobile
68747251-8640-4ab8-bda9-fcc4d3ddb1ca,2cdbdbea-fd2a-43be-b248-0249d9126bb6,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 12:34:03,2026-06-19 13:14:03,False,web
386044af-ae55-4441-b584-84b745e7a535,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 12:34:40,2026-06-19 14:17:40,True,mobile
7f8cfeff-d44c-4bdd-96a0-50b3ab8a721a,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 12:34:40,2026-06-19 13:39:40,False,web
a0ec3a0b-b006-42f0-a806-ad09d7fb6351,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 12:35:24,2026-06-19 15:26:24,True,desktop
31657be5-f4e0-4195-aa2f-68ca349f63b9,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 12:35:24,2026-06-19 12:50:24,False,desktop
15093e27-3e6d-45b3-a972-fe6a4fb9f481,f7dbb39c-860d-4836-aad3-7a349276d04e,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 12:35:33,2026-06-19 14:37:33,True,mobile
7bcfbf48-2380-42c6-8bf4-74808fd9fe46,f7dbb39c-860d-4836-aad3-7a349276d04e,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 12:35:33,2026-06-19 13:37:33,False,desktop
e9da5fbb-0f1b-4a3c-8724-bd4a89d57262,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 12:37:08,2026-06-19 14:41:08,True,web
347f4dd9-cde7-4743-8060-3b7d18043429,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 12:37:08,2026-06-19 15:10:08,False,mobile
d6a5e3f1-dcd8-4420-be10-2155ed0e0414,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 13:47:33,2026-06-19 14:58:33,True,desktop
63a7e42d-44e7-4413-b7e6-6a02f02eb809,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 13:47:33,2026-06-19 14:38:33,False,web
d06cf5b1-f78d-4712-8318-0a32b46b08b2,386a23db-0929-4e5d-8316-f261c1dc90eb,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 13:49:02,2026-06-19 15:28:02,True,desktop
727f1108-4c48-4dd6-9c1b-d3dad9c02142,386a23db-0929-4e5d-8316-f261c1dc90eb,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 13:49:02,2026-06-19 15:25:02,False,mobile
f5a83cb8-cd1b-47bd-a441-9aa2fd74251f,0de1814b-4946-40be-b5a6-fd3734a0d8bb,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,2026-06-19 13:49:07,2026-06-19 16:17:07,True,desktop
1b1471eb-3f67-4e50-908c-f3325cdffe6f,0de1814b-4946-40be-b5a6-fd3734a0d8bb,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 13:49:07,2026-06-19 14:40:07,False,desktop
eb46ae06-b8f3-4361-af56-4a42ea13e8da,49d1e5f4-3d76-4635-bf13-cab1f292c062,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 13:49:57,2026-06-19 16:43:57,True,desktop
6b81e5fd-e3b1-4b35-80c3-dc11ca22167a,49d1e5f4-3d76-4635-bf13-cab1f292c062,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 13:49:57,2026-06-19 16:16:57,False,desktop
cdf98d82-2fd1-4364-8573-0995304662c4,bb978260-41c9-45c1-ad40-20e7196a03eb,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 13:50:09,2026-06-19 15:44:09,True,web
0975b7cc-b3fd-452e-a997-5b3a39843c54,bb978260-41c9-45c1-ad40-20e7196a03eb,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 13:50:09,2026-06-19 16:50:09,False,mobile
cf03ab3b-5c0a-4d49-bb11-5dae3606250a,7014fa95-8252-48a6-a2ac-87e13181d093,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 13:51:06,2026-06-19 16:28:06,True,mobile
131ea217-f6a8-4e7a-b173-c828c05cf53c,7014fa95-8252-48a6-a2ac-87e13181d093,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 13:51:06,2026-06-19 15:09:06,False,mobile
450f590a-e737-4a1d-87bb-cb223ba56330,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 13:52:10,2026-06-19 14:08:10,True,mobile
2637f14c-e129-4011-b89a-3b4e9d514691,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 13:52:10,2026-06-19 14:39:10,False,web
4a4a9699-ec28-42e0-b7a4-90c0df4642b4,3cfcf6cf-f98a-406b-88c4-c429d7c9ebe8,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 13:53:10,2026-06-19 15:11:10,True,desktop
d23ca3f0-1b7c-4d7e-b2ef-b4bebea9768c,3cfcf6cf-f98a-406b-88c4-c429d7c9ebe8,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 13:53:10,2026-06-19 15:29:10,False,desktop
2ab13f7a-1938-425f-b1ab-a8fa97958451,131bcd7e-8627-487b-b4ae-6108520a55c1,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 13:53:33,2026-06-19 16:50:33,True,mobile
e650c57f-fab2-4d64-87a6-7f5f62712780,131bcd7e-8627-487b-b4ae-6108520a55c1,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 13:53:33,2026-06-19 16:14:33,False,desktop
12407a1e-f2d6-49be-95b0-ea181fb776eb,a0d350e6-0183-4b65-8fda-46b707c07c2d,55829a23-649b-4c07-8fac-48687f0dbbf1,2026-06-19 13:54:02,2026-06-19 15:53:02,True,mobile
4681f98d-ff62-491a-97d4-1ee7da369694,a0d350e6-0183-4b65-8fda-46b707c07c2d,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 13:54:02,2026-06-19 16:39:02,False,mobile
5811a3da-73aa-4359-a31b-65f4693ea254,3244c321-add1-44ed-849c-cc002fba2396,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 13:54:14,2026-06-19 14:21:14,True,mobile
929919e8-0fbc-4612-9981-387b449221b1,3244c321-add1-44ed-849c-cc002fba2396,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 13:54:14,2026-06-19 15:26:14,False,mobile
d9758f3d-0e7e-4ea1-a9a3-6430da5b6d46,c814dc47-94e5-4b77-8fe3-dd72d9764411,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 13:54:47,2026-06-19 15:46:47,True,desktop
874bfc2b-fac1-40c8-a4c3-bb7148e40cb0,c814dc47-94e5-4b77-8fe3-dd72d9764411,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 13:54:47,2026-06-19 16:14:47,False,desktop
594a8691-e840-4f94-ae92-08999de5ef12,2e42a985-ba1a-4782-a04b-1a0176644e4b,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 13:55:09,2026-06-19 15:37:09,True,desktop
7450c010-490a-4697-9768-b7f9dffec138,2e42a985-ba1a-4782-a04b-1a0176644e4b,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 13:55:09,2026-06-19 14:55:09,False,mobile
