id,content_type,content_id,reported_by,reason,priority,status,created_at,resolved_at
199f74bd-eb60-46ae-8615-a6f36322c27f,podcast,827910f6-a927-4fc0-8b30-aafa31b57bf0,fe3011a0-c931-4512-aa21-3b4013c88951,Harassment,medium,pending,2026-06-19 14:44:39,2026-06-24 10:21:39
cdd734c3-8b2e-4bfa-b06d-86637630ea30,podcast,97322b1c-7bfc-4311-a8fc-b2e30b45a24a,8e8dc62e-dec8-4a50-99cf-d96a02710343,Hate speech,low,resolved,2026-06-19 14:45:54,2026-06-19 14:45:54
7ede0cdc-2e38-4376-abed-e97c8059e3be,podcast,bbdae275-4cbb-45a0-9f10-a1e6d3c1284f,a95af4fd-cedb-4891-82b8-7a98a84d797d,Inappropriate content,medium,pending,2026-06-19 14:46:25,2026-06-22 21:48:25
66ffb82c-cf99-43db-8a69-ad4c6f168327,podcast,f822aece-8c4b-4eb0-be28-c5880d8ae71b,3f78906d-8830-4afd-9569-6682c625741e,Copyright violation,low,resolved,2026-06-19 14:48:22,2026-06-19 14:48:22
c2f2ae34-aaf4-40d6-a086-9d427751d851,podcast,26d731ea-7427-41e2-959e-64a94ee21e1d,09cdf1f0-7630-488c-bfb3-caca63923097,Spam,low,resolved,2026-06-19 14:50:33,2026-06-19 14:50:33
dce67e58-0efd-40a3-aad1-e19d939d9ba1,podcast,bf4f1afd-0e67-412c-bf25-6fc1e9b653bd,891bc6b6-cdb7-4d63-b086-81a126bb775a,Spam,critical,pending,2026-06-19 14:50:56,2026-06-21 00:28:56
b2ee36eb-6265-469c-bf1f-aabf4fbfa611,podcast,b72ddeb2-029f-4abe-be89-6f8c6999daf6,8592972f-fa8c-430f-b937-da5d53ec0f79,Copyright violation,high,resolved,2026-06-19 14:54:35,2026-06-19 14:54:35
8046c3ce-430d-42f8-8f46-0885fa505c15,podcast,33e649e6-68da-4a24-9722-292612f3f28d,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,Spam,low,under_investigation,2026-06-19 14:57:42,2026-06-25 23:38:42
05fc8a30-dbec-4e63-bb23-a4f48f8c5ff6,podcast,7a3d9105-4f53-492b-a4f8-51609eff9472,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,Copyright violation,low,under_investigation,2026-06-19 14:58:14,2026-06-24 00:37:14
59059f23-3bf5-4957-8b10-b5c77785b3a3,podcast,7a3d9105-4f53-492b-a4f8-51609eff9472,e9a7d752-9b25-4616-92b3-edb905512202,Spam,low,under_investigation,2026-06-19 14:59:14,2026-06-21 02:10:14
5d6fa41c-3cb3-4bee-8bc8-70043e48bd46,podcast,47c9b1f9-8bf3-4044-b90e-70e6d40f5150,b9cebfec-6756-4c31-af63-82cd7e08ca88,Spam,critical,resolved,2026-06-19 15:01:40,2026-06-19 15:01:40
767ee11c-158b-46a1-b8f2-5fa28642947c,podcast,88958818-1649-443f-bdcb-bf91f776490a,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,Inappropriate content,medium,pending,2026-06-19 15:02:43,2026-06-20 15:12:43
1b93192f-aed4-4029-a439-0b88d4046036,podcast,4fe3a113-9163-4e87-a5cb-a5899d6331bb,604cc5c8-b374-4801-ad23-e6a8e117d809,Inappropriate content,critical,pending,2026-06-19 15:05:00,2026-06-23 15:09:00
597b6afa-0059-4977-8c62-092a56f005a9,podcast,777cadea-6b84-4e0e-aa33-9b0ef9d14647,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,Hate speech,high,under_investigation,2026-06-19 15:05:50,2026-06-25 16:23:50
6901d5c6-3a6a-4ce7-a793-1dcf02fbdc9e,podcast,777cadea-6b84-4e0e-aa33-9b0ef9d14647,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,Hate speech,critical,pending,2026-06-19 15:06:11,2026-06-24 08:52:11
a2986320-97a8-485f-ac0a-20f69b62c35c,podcast,f04aba8d-c904-487c-a130-11a557ac4ee6,39b3f684-9677-4ff0-bc81-276b045ab4aa,Inappropriate content,high,pending,2026-06-19 15:06:22,2026-06-23 10:09:22
f7a39a56-c7c2-4f10-992f-f27cbac29444,podcast,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,Harassment,low,pending,2026-06-19 15:06:55,2026-06-23 03:01:55
e40ef61c-0c3d-4f02-9433-fc4355829707,podcast,33e649e6-68da-4a24-9722-292612f3f28d,a346bb1e-a7ff-4018-9c61-0eca86df0f61,Copyright violation,low,under_investigation,2026-06-19 15:07:43,2026-06-22 13:33:43
8895891a-d55d-4be2-8d03-33d5f1a35b95,podcast,f04aba8d-c904-487c-a130-11a557ac4ee6,a1b14426-054b-47a9-bd5c-a247a9851925,Copyright violation,medium,under_investigation,2026-06-19 15:09:33,2026-06-19 21:50:33
334ad934-b7de-4ddb-aab4-7f54fc2a39f0,podcast,7a3d9105-4f53-492b-a4f8-51609eff9472,a95af4fd-cedb-4891-82b8-7a98a84d797d,Copyright violation,high,pending,2026-06-19 15:10:56,2026-06-21 07:08:56
0b4c4fb2-09c5-4540-856e-1a172533956e,podcast,924f3767-a7a6-452d-97b3-5048f83ade78,f4069231-0d41-4175-853e-0ef898226d97,Spam,low,under_investigation,2026-06-19 15:11:57,2026-06-21 17:33:57
108887c0-3199-46c2-b789-94a9f32f3c13,podcast,88958818-1649-443f-bdcb-bf91f776490a,8c1c7130-727a-4ee2-99f4-710a13ac717a,Inappropriate content,low,pending,2026-06-19 15:12:08,2026-06-20 13:48:08
26f03e1f-47ff-4a4b-9712-a81d372d0fe6,podcast,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,Hate speech,medium,resolved,2026-06-19 15:13:58,2026-06-19 15:13:58
8c1b4676-639c-49ee-9a3d-8667a414ad92,podcast,2c316e7b-5520-430b-9b05-22bec5e0b0f0,a1b14426-054b-47a9-bd5c-a247a9851925,Inappropriate content,critical,pending,2026-06-19 15:14:56,2026-06-22 10:04:56
3e6ce8d1-4aae-4772-a427-3a6850597a90,podcast,01405255-fb7e-4ccb-93cf-e9225b5a616c,b9cebfec-6756-4c31-af63-82cd7e08ca88,Copyright violation,high,pending,2026-06-19 15:17:04,2026-06-22 23:32:04
914306a1-915b-41ca-bbce-51f70690260a,podcast,74561401-0548-43a3-9267-51deb2a1ce93,25e54e8f-c21a-44aa-ba25-ba90dd594590,Inappropriate content,high,under_investigation,2026-06-19 15:17:54,2026-06-25 17:21:54
48a533b8-8008-428a-bb44-524bb8b14221,podcast,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,22a990f3-a58e-4b79-a832-f797a1f2489f,Harassment,high,resolved,2026-06-19 15:18:37,2026-06-19 15:18:37
c32fe7aa-dc84-47f7-809d-bbcefb9e93a7,podcast,2c316e7b-5520-430b-9b05-22bec5e0b0f0,9ab76931-aeeb-4afa-bd81-01968bc461c6,Spam,low,under_investigation,2026-06-19 15:18:45,2026-06-22 13:45:45
9b763477-bd08-4099-a101-ed4707f025f5,podcast,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Harassment,critical,resolved,2026-06-19 15:20:01,2026-06-19 15:20:01
fe5f2070-c9c9-4724-8dcf-3863b0a0cab0,podcast,f04aba8d-c904-487c-a130-11a557ac4ee6,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Hate speech,low,under_investigation,2026-06-19 15:21:35,2026-06-24 20:04:35
40cd3545-6a12-405f-ad11-0d3c1fc31ffc,podcast,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,8e8dc62e-dec8-4a50-99cf-d96a02710343,Hate speech,high,under_investigation,2026-06-19 15:23:00,2026-06-23 01:12:00
78a8752b-2bdb-4c85-9e61-1908db168759,podcast,929db359-0b9c-4dcd-b2d4-a9edc08d1ca9,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,Inappropriate content,high,under_investigation,2026-06-19 15:26:00,2026-06-26 09:47:00
2aaf3a15-2591-43c8-9bba-9ddd39db5287,podcast,0603e240-431c-4df1-aba5-d71528aa5c47,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,Inappropriate content,critical,resolved,2026-06-19 15:27:00,2026-06-19 15:27:00
59b389f9-9b91-4ee2-84be-a9867ffecb62,podcast,0603e240-431c-4df1-aba5-d71528aa5c47,a1b14426-054b-47a9-bd5c-a247a9851925,Inappropriate content,high,pending,2026-06-19 15:28:05,2026-06-20 12:45:05
97f79905-682e-43a8-87dc-f4a44fe95b20,podcast,7da99923-a4db-4f61-ad55-282cccb26403,f4069231-0d41-4175-853e-0ef898226d97,Harassment,critical,under_investigation,2026-06-19 15:28:14,2026-06-26 05:42:14
cdd392c1-91b4-4141-8fe5-e0ec373972ba,podcast,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,9ab76931-aeeb-4afa-bd81-01968bc461c6,Copyright violation,low,pending,2026-06-19 15:29:02,2026-06-25 14:15:02
ebafc03e-f876-4ff8-9d87-c2f0f8ecc22d,podcast,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,a346bb1e-a7ff-4018-9c61-0eca86df0f61,Harassment,low,pending,2026-06-19 15:29:59,2026-06-20 04:47:59
82a81c07-ac55-4bae-af15-2f9170428404,podcast,924f3767-a7a6-452d-97b3-5048f83ade78,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Harassment,low,pending,2026-06-19 15:30:35,2026-06-23 09:10:35
2f65b194-ec2f-47f2-9b66-41c87649d8d5,podcast,f4a14fa1-d103-4465-9031-ff9bd486b173,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,Harassment,critical,under_investigation,2026-06-19 15:31:59,2026-06-20 13:50:59
70d0def7-fd8c-43bd-8e1a-ad74bdac209b,podcast,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,8a52dde1-0eb7-4cdf-a260-8946b5996f11,Inappropriate content,low,under_investigation,2026-06-19 15:35:29,2026-06-19 19:27:29
ae99c048-9c84-46b8-b959-e2725a465bcf,podcast,61053357-7163-4a5c-b292-ae232e8b10c7,604cc5c8-b374-4801-ad23-e6a8e117d809,Harassment,low,pending,2026-06-19 15:36:18,2026-06-22 09:04:18
1aeb5a94-042e-4f70-9481-698c480c9d82,podcast,741b9202-2c8e-4e60-823c-7e0d14a60b2f,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Hate speech,critical,under_investigation,2026-06-19 15:36:42,2026-06-20 04:48:42
902c3852-efac-4569-9028-c01738f8cfce,podcast,3e7d9515-e207-49be-85c3-1fabb1482e80,39b3f684-9677-4ff0-bc81-276b045ab4aa,Spam,low,resolved,2026-06-19 15:40:40,2026-06-19 15:40:40
1a553003-2494-4a7d-bdea-17a40b369d6a,podcast,d7496674-8974-408e-90d0-1eff083fc312,3b8c4752-b3a3-420b-9c74-36921cf61c76,Spam,low,resolved,2026-06-19 15:41:13,2026-06-19 15:41:13
375062c9-2e29-4172-b4d3-c8be53c40e47,podcast,c49a1495-48f9-4a14-bb48-c05a21fbbcca,8a52dde1-0eb7-4cdf-a260-8946b5996f11,Spam,low,under_investigation,2026-06-19 15:41:52,2026-06-21 02:30:52
0ae244d9-1a7c-436c-b353-4f806f7dd43a,podcast,bdc160bd-c4bb-43ab-aee8-8c40556abfaa,a95af4fd-cedb-4891-82b8-7a98a84d797d,Harassment,low,resolved,2026-06-19 15:44:17,2026-06-19 15:44:17
8db703c6-a2cd-47c5-abff-3631eff1c3d6,podcast,6d3ae58e-db95-4dd9-8861-d105464727ed,373c3697-78cf-4304-af76-ea5a452dad05,Inappropriate content,medium,resolved,2026-06-19 15:44:25,2026-06-19 15:44:25
727b20bd-6657-4830-88cf-b04d707f2de9,podcast,25b2639f-d92b-4ab9-a1e6-79965235acd8,a95af4fd-cedb-4891-82b8-7a98a84d797d,Spam,medium,pending,2026-06-19 15:45:18,2026-06-22 16:58:18
241c9279-932a-4e91-bf63-4facc594a1fe,podcast,c49a1495-48f9-4a14-bb48-c05a21fbbcca,67465aa7-e829-469c-8151-d4d82a624b55,Inappropriate content,critical,resolved,2026-06-19 15:47:03,2026-06-19 15:47:03
a19d7bf6-93e3-4a88-b66e-d8e09db35cfa,podcast,741b9202-2c8e-4e60-823c-7e0d14a60b2f,604cc5c8-b374-4801-ad23-e6a8e117d809,Inappropriate content,high,under_investigation,2026-06-19 18:25:21,2026-06-21 11:07:21
d5a07aee-f595-449b-83ba-7016b174de6e,podcast,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,061b5104-ae8b-4699-b5cf-5e040ea1b762,Inappropriate content,high,pending,2026-06-19 18:26:12,2026-06-23 12:14:12
fb067965-214b-465c-a25c-4090d5398876,podcast,09b1527a-66e8-451a-a98c-dbd78919cc30,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Spam,low,pending,2026-06-19 18:26:32,2026-06-24 13:41:32
40a28ed1-95a1-4d5f-8b73-f218e07a4bb2,podcast,25b2639f-d92b-4ab9-a1e6-79965235acd8,373c3697-78cf-4304-af76-ea5a452dad05,Inappropriate content,critical,under_investigation,2026-06-19 18:27:50,2026-06-21 05:58:50
2a691ff0-cf7b-4ce2-8012-7c72a7146242,podcast,f4fd4a45-2b6d-4973-9945-59f964c9a215,25e54e8f-c21a-44aa-ba25-ba90dd594590,Inappropriate content,medium,under_investigation,2026-06-19 18:28:03,2026-06-24 04:00:03
46c79df2-035b-496a-a3ca-e668e0ec3ea9,podcast,cf065454-dd69-4fee-a0c9-2ca17fac6bf5,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,Copyright violation,high,resolved,2026-06-19 18:29:14,2026-06-19 18:29:14
836aba65-dfeb-4324-b2ec-c319eb3c4820,podcast,ceb789ce-251c-47d3-99a4-a9f2b41c4aff,22a990f3-a58e-4b79-a832-f797a1f2489f,Copyright violation,high,resolved,2026-06-19 18:30:25,2026-06-19 18:30:25
16d092a4-8659-47d3-87f2-505d8ab3be53,podcast,7b3faafc-5a81-460c-aca5-0215d32f83ec,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Copyright violation,high,under_investigation,2026-06-19 18:31:20,2026-06-25 07:59:20
99cd85b4-2a3c-477a-9765-d512caecaa22,podcast,f04aba8d-c904-487c-a130-11a557ac4ee6,8c1c7130-727a-4ee2-99f4-710a13ac717a,Copyright violation,high,pending,2026-06-19 18:33:53,2026-06-25 21:26:53
1d3e92cc-7429-4682-a90c-2d1c51761e50,podcast,0599a218-ed92-429a-b707-ed61067a588a,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,Harassment,medium,pending,2026-06-19 18:33:59,2026-06-21 03:00:59
f6b31592-8031-4e25-bb58-88ce6f939d95,podcast,b9b8d353-bdc0-4624-a6b3-58e13a29ee85,25e54e8f-c21a-44aa-ba25-ba90dd594590,Hate speech,high,resolved,2026-06-19 18:34:58,2026-06-19 18:34:58
387d030c-1175-462c-84b3-ed550afbe7ed,podcast,0df70b41-1766-4ee1-9e6d-f69f239d9a2f,12322423-8605-4a4d-a56e-320798952caf,Hate speech,critical,under_investigation,2026-06-19 18:36:54,2026-06-20 02:03:54
c1102d6a-42e8-4b1a-96c8-81763f341fb0,podcast,27660928-da72-4499-966f-c68719d17b85,a1b14426-054b-47a9-bd5c-a247a9851925,Hate speech,medium,pending,2026-06-19 18:39:20,2026-06-26 02:41:20
b80280f0-06c0-4527-adb9-a144dd5f0676,podcast,57e85cd4-091b-44f8-a356-989b5c17b7b6,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,Spam,high,under_investigation,2026-06-19 18:39:39,2026-06-19 22:15:39
e203c8e3-21d0-4d42-8d6b-351862812e43,podcast,56f10521-8f60-4eb1-9031-dadca0c1293a,12322423-8605-4a4d-a56e-320798952caf,Hate speech,medium,resolved,2026-06-19 18:41:44,2026-06-19 18:41:44
b9eab0f1-b24d-4762-b2a5-4e859c9200e3,podcast,7ae6b74d-8afd-411b-a741-c29f412e30ac,3b8c4752-b3a3-420b-9c74-36921cf61c76,Harassment,high,resolved,2026-06-19 18:43:13,2026-06-19 18:43:13
2c4240ea-3779-48db-a9fd-285a9ac7bd72,podcast,88958818-1649-443f-bdcb-bf91f776490a,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,Spam,high,under_investigation,2026-06-19 18:43:44,2026-06-21 17:49:44
d8e1ab31-b0ad-4959-9d1f-6f3c230f3a7b,podcast,d7496674-8974-408e-90d0-1eff083fc312,6108e19c-0b10-42b2-bc4a-a75f74a31b89,Hate speech,low,resolved,2026-06-19 18:44:12,2026-06-19 18:44:12
53dcff30-e4f4-4de4-8e3e-5f2fc0b71271,podcast,43ca7ea9-caf2-4e04-923b-59297a0e5e4a,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,Copyright violation,high,pending,2026-06-19 18:45:40,2026-06-24 11:11:40
d1e10747-6abb-47a1-9cd6-0a17a4a372a0,podcast,6d3ae58e-db95-4dd9-8861-d105464727ed,55829a23-649b-4c07-8fac-48687f0dbbf1,Inappropriate content,low,under_investigation,2026-06-19 18:46:43,2026-06-25 03:28:43
f795caa7-251f-4783-b740-c6a664f36de7,podcast,c49a1495-48f9-4a14-bb48-c05a21fbbcca,6108e19c-0b10-42b2-bc4a-a75f74a31b89,Inappropriate content,medium,pending,2026-06-19 18:51:10,2026-06-23 01:25:10
018ef8df-996d-4751-aa77-b2341affe04a,podcast,5f759664-547c-4dd7-bce8-cc9942b12ab7,55829a23-649b-4c07-8fac-48687f0dbbf1,Harassment,low,under_investigation,2026-06-19 18:51:23,2026-06-23 07:00:23
396c6dbd-373f-4b78-b113-586b49377e59,podcast,6f11a8e9-333a-4426-a563-4fd0d048c009,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,Inappropriate content,high,pending,2026-06-19 18:52:17,2026-06-20 10:07:17
ca81c26d-8f44-4fe4-98b2-b970d1fa9174,podcast,4cbc247e-ba81-47e5-943a-443baa62162a,8c1c7130-727a-4ee2-99f4-710a13ac717a,Copyright violation,medium,pending,2026-06-19 18:54:54,2026-06-25 10:09:54
067ff5bd-d9fe-4ec8-88e5-2b5c45e074a0,podcast,dea9786d-b8b5-4efd-8584-1bbb427600ee,55829a23-649b-4c07-8fac-48687f0dbbf1,Harassment,medium,under_investigation,2026-06-19 18:55:02,2026-06-25 23:41:02
42a716e9-25dc-40a4-a416-c161d33cd554,podcast,9d257c77-b050-49ce-9776-6dfa83c3b480,c1323a63-30c3-41c2-a010-6259c8ad8714,Spam,critical,resolved,2026-06-19 18:57:06,2026-06-19 18:57:06
162d7cf9-6cf0-4fe5-b128-5bcdb30a5a33,podcast,5e7303ce-7f1c-4cf9-8a58-e84ca31bda90,8c1c7130-727a-4ee2-99f4-710a13ac717a,Harassment,high,pending,2026-06-19 18:57:32,2026-06-20 06:01:32
cdf6ad07-d6b2-44ec-bb32-dbfcc093dbb3,podcast,f4fd4a45-2b6d-4973-9945-59f964c9a215,a9df166f-15a5-405e-8af7-472cba5d2aea,Spam,high,pending,2026-06-19 18:59:14,2026-06-24 16:11:14
90bcb411-da63-4b22-9787-7d5451648698,podcast,94a3aeee-71f4-4b4b-9129-db6562e79cab,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,Harassment,medium,pending,2026-06-19 19:00:37,2026-06-22 19:30:37
20761e47-dfae-46af-81c2-0d50843b8148,podcast,5d634327-cef0-442e-862a-c61a6ebc8bcf,604cc5c8-b374-4801-ad23-e6a8e117d809,Hate speech,high,pending,2026-06-19 19:00:58,2026-06-23 12:58:58
7c943abe-0382-45fd-9e66-b3a97ac68629,podcast,b9b8d353-bdc0-4624-a6b3-58e13a29ee85,12322423-8605-4a4d-a56e-320798952caf,Harassment,high,pending,2026-06-19 19:01:17,2026-06-20 10:41:17
6b710e6a-23ea-4280-9050-088400857b14,podcast,c4dcc09f-dc77-453e-8f29-0923c7dbd9e6,8a52dde1-0eb7-4cdf-a260-8946b5996f11,Inappropriate content,high,pending,2026-06-19 19:04:04,2026-06-22 04:01:04
14e5e047-de77-4de2-b15d-f1b3386f748d,podcast,3466e16f-babd-4a0b-845a-a9bf15932bd1,252c4b16-8466-4b90-8f96-8f90afd0291f,Harassment,medium,pending,2026-06-19 19:04:19,2026-06-23 01:26:19
00f6357d-6aef-4593-b620-bf19a141929b,podcast,38ca3cc4-0bde-4a96-855e-03db88086161,618b0ae7-0fff-48fb-9370-a843df38b9c6,Harassment,high,under_investigation,2026-06-19 19:05:10,2026-06-21 09:52:10
5facce55-1e5e-4ea9-9c88-1645a268adcb,podcast,929db359-0b9c-4dcd-b2d4-a9edc08d1ca9,e9a7d752-9b25-4616-92b3-edb905512202,Copyright violation,high,pending,2026-06-19 19:06:31,2026-06-21 08:35:31
6eac0056-b578-4b40-a529-fdaa083f10af,podcast,7591bbf4-4c7d-43b9-a227-5962a6ba2110,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,Hate speech,high,under_investigation,2026-06-19 19:06:45,2026-06-20 11:11:45
18bd4fa6-78ac-4ca8-83a4-3abb8944be38,podcast,94a3aeee-71f4-4b4b-9129-db6562e79cab,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,Inappropriate content,medium,pending,2026-06-19 19:07:32,2026-06-22 09:29:32
14e96dff-6cb3-4e6c-b180-3f49b7ed3561,podcast,a642ecb1-058c-4dfb-9443-703d72cdb07d,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,Copyright violation,critical,under_investigation,2026-06-19 19:08:07,2026-06-22 20:16:07
518499d6-e488-4698-840c-fd90f95076c5,podcast,e3228d0d-fc17-4aa5-aae4-e9138e91af81,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Harassment,low,pending,2026-06-19 19:10:36,2026-06-21 03:38:36
fde0eaa7-f2e6-436d-a4ac-6214dcfb3ab4,podcast,ae378288-2509-4d44-ae4b-9f182962bae2,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,Spam,critical,pending,2026-06-19 19:14:08,2026-06-20 03:36:08
258cc456-a02a-4b8f-9867-9936dd66f3c6,podcast,505be40c-3fba-46f3-9c14-644c7ec5c642,9ab76931-aeeb-4afa-bd81-01968bc461c6,Copyright violation,medium,resolved,2026-06-19 19:14:15,2026-06-19 19:14:15
5fc8bcdd-1890-4699-b53d-2f8ad5a04b9c,podcast,21b59b37-28a2-4c38-9bbb-77d343789ec5,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,Harassment,low,under_investigation,2026-06-19 19:14:50,2026-06-21 02:15:50
30e64b0c-9699-4851-83d4-a7c16482adbe,podcast,ff6479e4-0db0-423f-9ef3-f4648983636e,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,Harassment,medium,resolved,2026-06-19 19:15:02,2026-06-19 19:15:02
95f114b6-33f1-4f93-8bb4-7472a23f27f8,podcast,0603e240-431c-4df1-aba5-d71528aa5c47,e9a7d752-9b25-4616-92b3-edb905512202,Copyright violation,medium,pending,2026-06-19 19:17:23,2026-06-22 14:01:23
2ef895ee-5caf-45d4-b095-93441992e09f,podcast,e94d52b8-a380-490c-997b-8628fd3d556e,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Inappropriate content,critical,pending,2026-06-19 19:20:39,2026-06-24 16:00:39
da734fa8-3787-42d5-bff8-89385fc57730,podcast,59e28037-0e2e-405e-846d-66965e98f41b,c1323a63-30c3-41c2-a010-6259c8ad8714,Hate speech,low,resolved,2026-06-19 19:22:21,2026-06-19 19:22:21
31ec9a89-a9dc-4078-a34e-7ccc8ea58eeb,podcast,dea9786d-b8b5-4efd-8584-1bbb427600ee,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,Harassment,critical,pending,2026-06-19 19:24:16,2026-06-24 00:40:16
