id,show_id,user_id,joined_at,left_at
d7d8f345-eb5f-4011-9dee-e964aae0cbdb,2749663c-4ec2-490f-a1fe-d1ff207f0e18,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 15:39:41,2026-06-19 18:20:41
380aa21e-abb1-48c5-b02d-98b6a888a67b,4e6ef397-4c60-46e8-bacc-884d3167be91,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 15:41:42,2026-06-19 16:23:42
8bf30083-5909-43ff-bf18-c817cc27817b,900475b4-32c1-427b-991f-a4d69d4cf86a,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 15:43:46,2026-06-19 18:40:46
17e033a6-d2f7-4b3b-8390-c49d57baecfd,c6c35c17-3f49-4beb-ad7e-35a0b5bd8786,12322423-8605-4a4d-a56e-320798952caf,2026-06-19 15:44:17,2026-06-19 18:06:17
57a7b107-6f11-4223-b106-6a829d9286b9,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 15:44:52,2026-06-19 16:27:52
c0be7a03-8bdf-4b20-ba54-07c6c2fc3617,8b47695c-56ff-4fb9-9f73-9231e1086179,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 15:45:10,2026-06-19 17:31:10
612bef2f-5aaa-48f3-a5db-a4a38d317272,b4632a10-5307-4864-a90e-925bfc18b9d7,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 15:45:37,2026-06-19 18:41:37
c6bed6d3-d9d8-4ffb-a119-62c7923a3852,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 15:46:24,2026-06-19 16:57:24
d2cceb10-0c51-4c5e-8d5d-56ac489e6be0,6ffbbdd8-1d64-4cb1-9ea7-8a5d5dc06f4f,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 15:46:32,2026-06-19 16:33:32
8aff70cd-66cb-491c-9cdc-6298ec202ae6,9d699f82-1758-4c1f-a66c-a1155fe8db44,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 15:47:12,2026-06-19 17:28:12
2a7a9986-b410-40ce-8d05-6651d4b143a8,b4632a10-5307-4864-a90e-925bfc18b9d7,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 15:49:12,2026-06-19 18:03:12
c302dca6-97c3-4d62-875b-48c1512ae5c4,067bc225-3abd-4c5a-81f4-b0c5e5c32a39,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 18:24:45,2026-06-19 21:13:45
a9a7a8be-efd0-43c1-9993-baedf1f64672,eddbae35-442f-4c06-a883-c8d2ed2d2084,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 18:25:06,2026-06-19 21:09:06
da159ff8-654b-4220-800f-43ecf518a810,5d20e76c-4e9d-445f-b2e1-a38b34cd3446,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 18:26:18,2026-06-19 20:53:18
08c02925-ae6e-4914-9c9c-9883b922c302,b002d609-4733-4043-8b75-4eec16eca7a0,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 18:26:47,2026-06-19 20:38:47
c53d6a39-ba76-47f8-9e27-a7bd57a68ab2,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 18:27:32,2026-06-19 19:15:32
a95ddb90-3121-4f6f-ad8b-9a104841175f,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 18:28:35,2026-06-19 19:28:35
04584f12-63ec-4a37-8a65-0f9a010c18ec,0c1f0278-b517-480a-8105-cdd4ffa654d0,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 18:29:01,2026-06-19 20:33:01
7af7a4b7-315c-4abb-8c67-37ed6d3d3d08,1c26900b-5e9f-4353-9365-8757fcd75a01,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 18:29:14,2026-06-19 19:18:14
67951875-9c8f-408a-b3a7-9a69f816007e,3f68d785-b4f3-4ea3-9527-fbc01c577ba9,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 18:29:40,2026-06-19 18:38:40
9f365b00-015b-45d0-a360-f0e2bf590064,b4632a10-5307-4864-a90e-925bfc18b9d7,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 18:30:39,2026-06-19 18:51:39
6bebef29-9b69-4e18-bf0d-b59553db080c,5df882d2-a217-44ae-b8fe-22d7318ca6af,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 18:31:00,2026-06-19 20:09:00
d0a13982-f9ad-4f62-9fb4-471f71ccf289,767203a4-1065-4c55-a66c-db68d40f051c,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 18:31:26,2026-06-19 19:47:26
4ba569aa-432c-407f-b9c6-dcd88125f3ed,b5cf03bb-e20c-4efa-b2af-070e8283c790,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 18:32:00,2026-06-19 21:24:00
f19e44bd-7481-4539-8a92-c04b1238f916,b4632a10-5307-4864-a90e-925bfc18b9d7,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 18:32:19,2026-06-19 20:16:19
17f20d09-458b-4b16-ab72-1ed1f2a90cca,9b00ef8b-67d2-4a51-8c82-a4126a26baa5,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 18:34:18,2026-06-19 21:02:18
df123dfd-8893-48e8-b931-4c5e0503b107,1f6f9ec2-a12d-4e14-9f3b-48f0a16f6e9d,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 18:34:58,2026-06-19 18:58:58
de568991-694f-4f9d-8129-10ca8684721a,e2f0625f-b4c4-417b-a813-7a8a4d72a17a,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 18:36:47,2026-06-19 20:02:47
7a9caa94-21fe-40ba-8842-8880811f7149,a8686807-3ee1-4f52-93a5-ac7259ef9a9a,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 18:36:54,2026-06-19 20:51:54
4d1daa38-b416-4da1-b4a1-e9a4652898e0,bd94ca45-a22d-4fab-b629-8a523f396a77,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 18:37:01,2026-06-19 19:49:01
761e794e-5192-40d2-bebe-03e01d7ffcb3,347a9b18-a3b7-45e9-9c40-6671e2a98f1c,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 18:38:07,2026-06-19 21:00:07
bea20163-7d3d-4c9d-878e-66fd9babf9f9,e2f0625f-b4c4-417b-a813-7a8a4d72a17a,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 18:38:40,2026-06-19 18:49:40
7f722635-a4f0-4ea9-8da9-1511c4b3997a,e45f08ac-ddd3-47dc-8bb3-84ffd597008f,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 18:39:39,2026-06-19 19:48:39
22cf7f8b-6dab-4349-9abf-c34619bdbb37,88abf5d2-f569-45e9-9d60-a71c154f3d2a,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 18:41:10,2026-06-19 19:08:10
bfdb4e31-67a9-45a1-a233-8bf54e5a0529,3e5afee8-c394-4223-8da1-d93c770fc6b0,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 18:41:24,2026-06-19 18:53:24
ebb17745-90ec-4026-80f3-48172ac124c1,052e3f5c-7ca7-4972-baf6-b7bbf3872774,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,2026-06-19 18:41:44,2026-06-19 21:37:44
9db89f4e-77e1-45cc-8fa8-c4f992ced8ed,767203a4-1065-4c55-a66c-db68d40f051c,12322423-8605-4a4d-a56e-320798952caf,2026-06-19 18:43:00,2026-06-19 20:15:00
9b0f2c91-0d71-4fd6-be5a-b95bb216a192,e9aa9352-222f-449b-a976-90374d859a3e,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 18:43:20,2026-06-19 21:26:20
89372705-97ff-4f47-a7bd-9ca02e15e4a4,ad9e8a19-bba5-438d-9a86-12ed99dcb50b,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 18:43:26,2026-06-19 19:10:26
36617f7e-4eea-42fb-8fce-420d5a3232a8,e2f0625f-b4c4-417b-a813-7a8a4d72a17a,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 18:44:50,2026-06-19 19:59:50
45ed258b-d6af-4469-9016-538202ef5986,1bdb408e-2da6-4fc6-9355-ab8e8c1757c1,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 18:45:33,2026-06-19 21:05:33
a10bbbbb-ee2e-45ef-a868-d708f84cf15d,c2459df2-8cdb-496c-94da-640bdc00f386,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 18:46:04,2026-06-19 18:58:04
4da7482a-f5c0-433d-ba6b-9ecd0bdebdf4,4b78e510-ed41-4db8-a77f-83b6e4b9e6d0,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 18:46:12,2026-06-19 19:09:12
c4ad26fa-1e32-477f-9a87-2007d2c3a87d,5df882d2-a217-44ae-b8fe-22d7318ca6af,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 18:46:43,2026-06-19 19:09:43
04971a03-934b-449b-851d-89b5fe9e5060,e9aa9352-222f-449b-a976-90374d859a3e,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 18:46:50,2026-06-19 21:06:50
ed515502-0fab-4b16-9a24-571a8039676f,4b3b5616-140c-4855-ae12-ad25d12bb026,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 18:47:50,2026-06-19 19:52:50
26f092f8-f838-4572-b6b7-cb5a85d1ee8c,81a916be-4973-4db8-8b9e-501d854aef15,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 18:48:23,2026-06-19 20:42:23
1f12558f-c5ea-4895-bc11-3a93f8106276,b67b904e-5990-4b16-b982-70028b5a1e7a,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 18:49:32,2026-06-19 19:35:32
7ceb42d9-d5d1-45d1-b1d2-d060a058c3c9,ad9e8a19-bba5-438d-9a86-12ed99dcb50b,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 18:49:45,2026-06-19 20:38:45
d12a1d89-5794-465a-a698-8c5196dfe66b,afaa4ed5-7dc8-4afd-8a40-12d1b67c499e,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 18:50:57,2026-06-19 21:28:57
e8938abc-4056-4013-a67b-ea3520024cdd,a8ea10ee-121a-43c2-ad99-4a5f0b3197ea,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 18:51:43,2026-06-19 19:14:43
86c41e39-c157-44fe-9b8e-f94681618631,c6c35c17-3f49-4beb-ad7e-35a0b5bd8786,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 18:51:50,2026-06-19 21:04:50
9f1a9815-9780-4995-a590-e869056d5018,4bc72f2d-9bb9-4653-b52b-665617a18968,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 18:52:43,2026-06-19 21:23:43
dc19ce00-8190-4149-a7be-c41bf77d214c,2749663c-4ec2-490f-a1fe-d1ff207f0e18,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 18:52:48,2026-06-19 19:38:48
8d034920-d6ed-4d1f-ad0b-b516c016a5f0,eddbae35-442f-4c06-a883-c8d2ed2d2084,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 18:54:05,2026-06-19 20:35:05
cb611588-0466-4d6e-a731-2793073dd6a8,1f6f9ec2-a12d-4e14-9f3b-48f0a16f6e9d,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 18:54:24,2026-06-19 20:56:24
5fe30f8d-4960-4626-8a23-c4ad74170752,315dd2a1-7d14-4a6b-b04b-232ea988fef4,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 18:55:02,2026-06-19 20:36:02
9f39843e-1bed-4ff8-8dc2-d968df545da4,f07160be-bf83-4bd6-8a78-1f7d8717721b,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 18:55:29,2026-06-19 21:49:29
dc1232de-3af3-4129-929f-a6ebfb8119a7,a610dd74-2ea1-41fc-ac3f-959a90d7c75d,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 18:57:06,2026-06-19 19:36:06
d25f16e0-2260-440b-86d9-6343fae8d5e5,0ea266e7-e2e4-435c-9e6d-64e1cb207acd,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 18:58:11,2026-06-19 19:25:11
e3d028cd-97d8-4789-947a-94f6e632a045,857d76ce-4f2d-4517-a042-0aaf2f897dc4,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 18:58:31,2026-06-19 21:07:31
95158509-24b9-49f6-b809-296eaa918080,9878b9a2-4cff-4789-ab27-fce7b52daf1b,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 18:58:43,2026-06-19 19:28:43
a7301da3-c599-4d3a-90e3-9ae746baec1f,62ee5e88-b05f-4a6b-823b-f8f87e7c5e8f,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 19:00:37,2026-06-19 21:46:37
7c88b4e6-61f0-4f95-86c1-71dbbc1c33f6,9931d260-389e-45cd-94bd-e8975d0fb923,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 19:00:58,2026-06-19 19:39:58
326bbe5d-c03a-43ee-8e95-1e77bcd6f992,814f4e7a-604c-4d0d-a418-87d9f723e613,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 19:01:17,2026-06-19 20:05:17
594b0621-1d6d-457e-be1c-53db6bcd3382,18b21ad3-ead0-4f6a-8f22-b10b81ec4394,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 19:01:24,2026-06-19 20:41:24
7ddd1d5d-6832-4142-9ad9-10f0dadb783c,1af66ca3-f44a-4ad0-aa85-e3f96c09eb0c,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 19:01:56,2026-06-19 21:18:56
4256a4f6-a92f-4edd-ac09-337893e34eb3,b67b904e-5990-4b16-b982-70028b5a1e7a,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 19:03:10,2026-06-19 19:12:10
d3b1e029-f35f-48e0-9dd2-9f0d9bdd7312,347a9b18-a3b7-45e9-9c40-6671e2a98f1c,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 19:03:17,2026-06-19 20:13:17
23fd4ab0-28d7-497e-8000-5fb613569086,16964f4f-cad0-445d-b94c-281e5c4b6db5,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 19:03:25,2026-06-19 20:52:25
823b8633-b7bb-4ffe-aa02-593e9219bf9d,8889c8d8-74a2-4f33-aa8d-c2ea778b3495,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 19:04:31,2026-06-19 20:16:31
ae3cbb01-12a1-4d39-bb8b-5c92ed1f2aaf,4b3b5616-140c-4855-ae12-ad25d12bb026,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 19:05:10,2026-06-19 21:33:10
515b7fc5-daa7-489d-9eb4-055cceec585b,9b00ef8b-67d2-4a51-8c82-a4126a26baa5,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 19:06:00,2026-06-19 20:40:00
0940afa3-33e4-45c0-a3d6-f5cae076ac11,0c3fd2e1-0882-44ff-87fe-059c59af8e4b,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 19:07:12,2026-06-19 19:25:12
998792dc-75d3-4f42-b906-d2b84eb3a1c2,85f54c5e-91bb-472d-a986-7098e8c387de,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 19:07:32,2026-06-19 20:54:32
8d17403b-a0a8-4611-bf96-5d12c66bfa96,de5a4f7e-b6b4-41bd-8b89-1047aab780c7,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 19:08:29,2026-06-19 20:12:29
