id,channel_id,show_name,description,scheduled_start,scheduled_end,actual_start,actual_end,status
1af66ca3-f44a-4ad0-aa85-e3f96c09eb0c,0deab226-be9f-4544-8392-b5ec2b143bd5,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 15:16:20,2026-06-19 16:16:20,2026-06-19 15:16:20,2026-06-19 15:16:20,completed
bd94ca45-a22d-4fab-b629-8a523f396a77,bb2d84d4-b95d-47d1-9c38-d90c4fe6b5d7,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 15:17:46,2026-06-19 16:17:46,2026-06-19 15:17:46,2026-06-19 15:17:46,completed
5d20e76c-4e9d-445f-b2e1-a38b34cd3446,9214ea69-5346-4039-b8d5-66dc941b9cc9,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 15:18:26,2026-06-19 16:18:26,2026-06-19 15:27:26,2026-06-19 18:08:26,cancelled
4bc72f2d-9bb9-4653-b52b-665617a18968,0a51b4b9-a46e-4035-956a-9e08179a526f,Rock Block with Chang,Catch the latest trends and tracks live on Rock Block with Chang.,2026-06-19 15:20:10,2026-06-19 16:20:10,2026-06-19 15:20:10,2026-06-19 17:43:10,live
29a0f233-996e-4334-97df-05c0cb830d70,f2039843-c341-4405-8675-3fa44cd2eb1c,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 15:20:20,2026-06-19 16:20:20,2026-06-19 15:21:20,2026-06-19 15:47:20,scheduled
53b1dc92-66be-455e-8c6b-ba7896156f15,a3e02469-4bb3-45ff-a0c6-bb8b44bcd11a,Midnight Melodies with Sen,Catch the latest trends and tracks live on Midnight Melodies with Sen.,2026-06-19 15:20:44,2026-06-19 16:20:44,2026-06-19 15:27:44,2026-06-19 16:01:44,scheduled
b7840a0a-922a-4e1a-a35c-3951870430d4,037d5eda-3735-4ccb-95a0-3f9e155113f4,Retro Rewind with Kumar,Catch the latest trends and tracks live on Retro Rewind with Kumar.,2026-06-19 15:21:26,2026-06-19 16:21:26,2026-06-19 15:21:26,2026-06-19 18:35:26,live
62ee5e88-b05f-4a6b-823b-f8f87e7c5e8f,6e772df0-c8d3-4436-a06c-7951d5256ac7,Midnight Melodies with Sen,Catch the latest trends and tracks live on Midnight Melodies with Sen.,2026-06-19 15:22:00,2026-06-19 16:22:00,2026-06-19 15:22:00,2026-06-19 15:22:00,completed
1c26900b-5e9f-4353-9365-8757fcd75a01,0deab226-be9f-4544-8392-b5ec2b143bd5,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 15:23:24,2026-06-19 16:23:24,2026-06-19 15:34:24,2026-06-19 15:44:24,scheduled
b4632a10-5307-4864-a90e-925bfc18b9d7,c29bf6d4-e07d-413e-be13-6500f75239a0,Chai & Talk with Reddy,Catch the latest trends and tracks live on Chai & Talk with Reddy.,2026-06-19 15:25:17,2026-06-19 16:25:17,2026-06-19 15:25:17,2026-06-19 17:03:17,live
d2f471bc-124b-49f9-ad99-021a7da5a983,d7e38b7d-0c4b-4106-9e58-08abdb0c0809,Rock Block with Sen,Catch the latest trends and tracks live on Rock Block with Sen.,2026-06-19 15:26:36,2026-06-19 16:26:36,2026-06-19 15:38:36,2026-06-19 18:18:36,scheduled
44376f16-5fb3-42d2-b344-f54e953bcd4c,0a51b4b9-a46e-4035-956a-9e08179a526f,Retro Rewind with Chang,Catch the latest trends and tracks live on Retro Rewind with Chang.,2026-06-19 15:27:25,2026-06-19 16:27:25,2026-06-19 15:36:25,2026-06-19 18:21:25,cancelled
3e5afee8-c394-4223-8da1-d93c770fc6b0,d5e4a7a3-bf44-4487-abdc-0110774c879f,Retro Rewind with Sen,Catch the latest trends and tracks live on Retro Rewind with Sen.,2026-06-19 15:28:05,2026-06-19 16:28:05,2026-06-19 15:28:05,2026-06-19 15:28:05,completed
a8686807-3ee1-4f52-93a5-ac7259ef9a9a,037d5eda-3735-4ccb-95a0-3f9e155113f4,Rock Block with Kumar,Catch the latest trends and tracks live on Rock Block with Kumar.,2026-06-19 15:28:22,2026-06-19 16:28:22,2026-06-19 15:28:22,2026-06-19 15:28:22,completed
f97c2ab9-349d-4ebc-900d-52a76e4ae793,388edcc1-46cd-4a29-9265-f84cbbc37771,Rock Block with Jenkins,Catch the latest trends and tracks live on Rock Block with Jenkins.,2026-06-19 15:29:32,2026-06-19 16:29:32,2026-06-19 15:26:32,2026-06-19 16:44:32,cancelled
c6c35c17-3f49-4beb-ad7e-35a0b5bd8786,6e772df0-c8d3-4436-a06c-7951d5256ac7,Retro Rewind with Sen,Catch the latest trends and tracks live on Retro Rewind with Sen.,2026-06-19 15:29:59,2026-06-19 16:29:59,2026-06-19 15:29:59,2026-06-19 15:29:59,completed
9931d260-389e-45cd-94bd-e8975d0fb923,637d3ab2-1b90-4bb7-b4cc-384c1da936ed,Chai & Talk with Jenkins,Catch the latest trends and tracks live on Chai & Talk with Jenkins.,2026-06-19 15:30:18,2026-06-19 16:30:18,2026-06-19 15:30:18,2026-06-19 16:08:18,live
052e3f5c-7ca7-4972-baf6-b7bbf3872774,c29bf6d4-e07d-413e-be13-6500f75239a0,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 15:30:54,2026-06-19 16:30:54,2026-06-19 15:43:54,2026-06-19 16:40:54,scheduled
82770682-ab0e-41e8-8f7c-17232a2b7ffa,cb225c68-5270-4320-bf38-8a0e08120070,Rock Block with Sharma,Catch the latest trends and tracks live on Rock Block with Sharma.,2026-06-19 15:31:59,2026-06-19 16:31:59,2026-06-19 15:32:59,2026-06-19 17:57:59,scheduled
4567aaf4-faf7-42d8-b0ce-cf39d5c70374,bb2d84d4-b95d-47d1-9c38-d90c4fe6b5d7,Morning Beats with Nair,Catch the latest trends and tracks live on Morning Beats with Nair.,2026-06-19 15:32:20,2026-06-19 16:32:20,2026-06-19 15:35:20,2026-06-19 15:59:20,cancelled
8b47695c-56ff-4fb9-9f73-9231e1086179,cc9dc490-f3ad-4054-91ad-0b707b7c0de1,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 15:32:30,2026-06-19 16:32:30,2026-06-19 15:32:30,2026-06-19 17:42:30,live
9d5c84ad-95fc-4826-b30b-dafcbdb4e81d,8d02f3f6-ef18-493f-8e88-22bf721d8c41,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 15:32:38,2026-06-19 16:32:38,2026-06-19 15:42:38,2026-06-19 19:07:38,scheduled
c2459df2-8cdb-496c-94da-640bdc00f386,f2039843-c341-4405-8675-3fa44cd2eb1c,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 15:34:12,2026-06-19 16:34:12,2026-06-19 15:47:12,2026-06-19 17:08:12,cancelled
5df882d2-a217-44ae-b8fe-22d7318ca6af,1a8403b1-f50a-4c58-92d2-233e9c4884f2,Morning Beats with Chang,Catch the latest trends and tracks live on Morning Beats with Chang.,2026-06-19 15:34:31,2026-06-19 16:34:31,2026-06-19 15:34:31,2026-06-19 15:34:31,completed
857d76ce-4f2d-4517-a042-0aaf2f897dc4,b5efcef6-37ad-46a9-9f00-d04628e7c040,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 15:35:17,2026-06-19 16:35:17,2026-06-19 15:38:17,2026-06-19 19:11:17,scheduled
347a9b18-a3b7-45e9-9c40-6671e2a98f1c,037d5eda-3735-4ccb-95a0-3f9e155113f4,Retro Rewind with Kumar,Catch the latest trends and tracks live on Retro Rewind with Kumar.,2026-06-19 15:35:48,2026-06-19 16:35:48,2026-06-19 15:47:48,2026-06-19 17:28:48,scheduled
067bc225-3abd-4c5a-81f4-b0c5e5c32a39,ac43b5ee-014f-42d0-ab6a-c75271957e49,Morning Beats with Sharma,Catch the latest trends and tracks live on Morning Beats with Sharma.,2026-06-19 15:36:42,2026-06-19 16:36:42,2026-06-19 15:36:42,2026-06-19 18:20:42,live
4e6ef397-4c60-46e8-bacc-884d3167be91,cfe14b5d-c7af-459d-9743-c57855cdfd0f,Rock Block with Nair,Catch the latest trends and tracks live on Rock Block with Nair.,2026-06-19 15:37:00,2026-06-19 16:37:00,2026-06-19 15:37:00,2026-06-19 15:48:00,live
0c1f0278-b517-480a-8105-cdd4ffa654d0,530dd308-5db1-47f2-a8a4-6e9af8473f93,Rock Block with Chang,Catch the latest trends and tracks live on Rock Block with Chang.,2026-06-19 15:37:11,2026-06-19 16:37:11,2026-06-19 15:49:11,2026-06-19 17:12:11,cancelled
900475b4-32c1-427b-991f-a4d69d4cf86a,e50f55af-1bce-4de7-932e-02b53b1e2047,Rock Block with Kumar,Catch the latest trends and tracks live on Rock Block with Kumar.,2026-06-19 15:37:52,2026-06-19 16:37:52,2026-06-19 15:43:52,2026-06-19 16:19:52,cancelled
f07160be-bf83-4bd6-8a78-1f7d8717721b,0deab226-be9f-4544-8392-b5ec2b143bd5,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 15:38:22,2026-06-19 16:38:22,2026-06-19 15:38:22,2026-06-19 15:38:22,completed
4b3b5616-140c-4855-ae12-ad25d12bb026,9214ea69-5346-4039-b8d5-66dc941b9cc9,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 15:38:32,2026-06-19 16:38:32,2026-06-19 15:52:32,2026-06-19 17:12:32,cancelled
520a4fe1-98ba-444b-af6a-ae730fe25c08,2d35ac12-d07e-4b7b-a61a-ad371241bc5e,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 15:38:48,2026-06-19 16:38:48,2026-06-19 15:37:48,2026-06-19 15:50:48,cancelled
88abf5d2-f569-45e9-9d60-a71c154f3d2a,b5efcef6-37ad-46a9-9f00-d04628e7c040,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 15:43:13,2026-06-19 16:43:13,2026-06-19 15:43:13,2026-06-19 15:43:13,completed
2cd54ff3-6d34-488d-a3b4-d46a835e161d,cfe14b5d-c7af-459d-9743-c57855cdfd0f,Retro Rewind with Nair,Catch the latest trends and tracks live on Retro Rewind with Nair.,2026-06-19 15:43:37,2026-06-19 16:43:37,2026-06-19 15:43:37,2026-06-19 15:43:37,completed
8889c8d8-74a2-4f33-aa8d-c2ea778b3495,c80ee610-1e9e-47aa-8504-24f708347cce,Rock Block with Sen,Catch the latest trends and tracks live on Rock Block with Sen.,2026-06-19 15:43:46,2026-06-19 16:43:46,2026-06-19 15:43:46,2026-06-19 17:29:46,live
eddbae35-442f-4c06-a883-c8d2ed2d2084,cb225c68-5270-4320-bf38-8a0e08120070,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 15:44:17,2026-06-19 16:44:17,2026-06-19 15:45:17,2026-06-19 17:19:17,scheduled
e7e3107f-956b-42b7-8367-b34226e942c7,637d3ab2-1b90-4bb7-b4cc-384c1da936ed,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 15:45:37,2026-06-19 16:45:37,2026-06-19 15:46:37,2026-06-19 15:57:37,scheduled
6ffbbdd8-1d64-4cb1-9ea7-8a5d5dc06f4f,c29bf6d4-e07d-413e-be13-6500f75239a0,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 15:45:56,2026-06-19 16:45:56,2026-06-19 16:00:56,2026-06-19 17:26:56,scheduled
e2f0625f-b4c4-417b-a813-7a8a4d72a17a,530dd308-5db1-47f2-a8a4-6e9af8473f93,Midnight Melodies with Chang,Catch the latest trends and tracks live on Midnight Melodies with Chang.,2026-06-19 15:47:44,2026-06-19 16:47:44,2026-06-19 15:47:44,2026-06-19 15:47:44,completed
34410204-e9ed-492a-8e21-855a76f95dea,c29bf6d4-e07d-413e-be13-6500f75239a0,Rock Block with Reddy,Catch the latest trends and tracks live on Rock Block with Reddy.,2026-06-19 15:48:46,2026-06-19 16:48:46,2026-06-19 15:48:46,2026-06-19 15:48:46,completed
adac7516-5ccc-4239-8245-e790050d0122,ef04b927-faba-4c08-b66f-5fd4117ba14a,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 18:25:31,2026-06-19 19:25:31,2026-06-19 18:25:31,2026-06-19 21:48:31,scheduled
7e3fd895-71cc-4f3d-a98f-a61ff516bb05,a322f0f9-8607-48f1-bcca-0bacc98dcb86,Midnight Melodies with Sharma,Catch the latest trends and tracks live on Midnight Melodies with Sharma.,2026-06-19 18:25:43,2026-06-19 19:25:43,2026-06-19 18:22:43,2026-06-19 18:55:43,cancelled
19f59067-7a1c-4f55-bed5-562f5fae6a0f,ac43b5ee-014f-42d0-ab6a-c75271957e49,Midnight Melodies with Sharma,Catch the latest trends and tracks live on Midnight Melodies with Sharma.,2026-06-19 18:26:25,2026-06-19 19:26:25,2026-06-19 18:26:25,2026-06-19 20:02:25,live
315dd2a1-7d14-4a6b-b04b-232ea988fef4,0513753f-e25e-45da-a7ce-d09f70f6941a,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 18:27:20,2026-06-19 19:27:20,2026-06-19 18:24:20,2026-06-19 19:53:20,scheduled
0d468d72-73c0-45cf-829d-afa96f4f7cff,a3e02469-4bb3-45ff-a0c6-bb8b44bcd11a,Morning Beats with Sen,Catch the latest trends and tracks live on Morning Beats with Sen.,2026-06-19 18:27:44,2026-06-19 19:27:44,2026-06-19 18:40:44,2026-06-19 22:17:44,cancelled
f8f599a8-a54b-478b-80d7-ceb9a8241602,ac43b5ee-014f-42d0-ab6a-c75271957e49,Rock Block with Sharma,Catch the latest trends and tracks live on Rock Block with Sharma.,2026-06-19 18:28:22,2026-06-19 19:28:22,2026-06-19 18:28:22,2026-06-19 21:22:22,live
d45545d6-7dab-4985-90bf-17be175c7472,0deab226-be9f-4544-8392-b5ec2b143bd5,Chai & Talk with Reddy,Catch the latest trends and tracks live on Chai & Talk with Reddy.,2026-06-19 18:28:41,2026-06-19 19:28:41,2026-06-19 18:31:41,2026-06-19 20:54:41,cancelled
767203a4-1065-4c55-a66c-db68d40f051c,dda6179e-4085-460a-a1eb-70f9b9fb4b64,Rock Block with Rogers,Catch the latest trends and tracks live on Rock Block with Rogers.,2026-06-19 18:30:01,2026-06-19 19:30:01,2026-06-19 18:30:01,2026-06-19 18:30:01,completed
f077493e-10da-476a-a3b8-5f6eedd3b134,9c0dd9ec-d4a0-4bf1-941d-639be71a3c91,Morning Beats with Jenkins,Catch the latest trends and tracks live on Morning Beats with Jenkins.,2026-06-19 18:30:13,2026-06-19 19:30:13,2026-06-19 18:30:13,2026-06-19 18:30:13,completed
a8ea10ee-121a-43c2-ad99-4a5f0b3197ea,0a51b4b9-a46e-4035-956a-9e08179a526f,Chai & Talk with Chang,Catch the latest trends and tracks live on Chai & Talk with Chang.,2026-06-19 18:30:25,2026-06-19 19:30:25,2026-06-19 18:30:25,2026-06-19 18:30:25,completed
9b00ef8b-67d2-4a51-8c82-a4126a26baa5,67eab707-14aa-4d52-be9c-dbc69c116622,Retro Rewind with Sharma,Catch the latest trends and tracks live on Retro Rewind with Sharma.,2026-06-19 18:30:46,2026-06-19 19:30:46,2026-06-19 18:30:46,2026-06-19 22:26:46,live
9591970e-3e15-4523-ba5c-9758eac4092e,24ec820a-f24c-4e1e-b915-76046324a995,Rock Block with Rogers,Catch the latest trends and tracks live on Rock Block with Rogers.,2026-06-19 18:31:07,2026-06-19 19:31:07,2026-06-19 18:31:07,2026-06-19 18:31:07,completed
f2d75a71-8c53-4778-90fc-0f1826db4de6,ad65d25e-bc87-42d1-87de-7b9e3aa6db80,Rock Block with Kumar,Catch the latest trends and tracks live on Rock Block with Kumar.,2026-06-19 18:31:47,2026-06-19 19:31:47,2026-06-19 18:28:47,2026-06-19 19:54:47,cancelled
5a8a2ef8-d7ec-4529-a1c2-f2c8d83abe94,9214ea69-5346-4039-b8d5-66dc941b9cc9,Rock Block with Reddy,Catch the latest trends and tracks live on Rock Block with Reddy.,2026-06-19 18:33:59,2026-06-19 19:33:59,2026-06-19 18:33:59,2026-06-19 21:59:59,live
ad9e8a19-bba5-438d-9a86-12ed99dcb50b,8ae6190e-1b6f-4eee-8ab3-e92050927fd3,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 18:34:06,2026-06-19 19:34:06,2026-06-19 18:49:06,2026-06-19 22:48:06,scheduled
49071d94-d209-4e29-acb6-d0b5743448b9,9758a160-1fd3-4e11-89e6-71a139192cbd,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 18:36:08,2026-06-19 19:36:08,2026-06-19 18:36:08,2026-06-19 19:09:08,live
f32d46eb-3df8-4f02-bb96-3405a8aacb16,5eb97476-46e8-48b2-aec3-ae62e881dfad,Morning Beats with Sharma,Catch the latest trends and tracks live on Morning Beats with Sharma.,2026-06-19 18:37:06,2026-06-19 19:37:06,2026-06-19 18:47:06,2026-06-19 21:08:06,cancelled
7348c55f-72b0-4525-87c3-423f8670043a,b5044618-cb04-439a-a654-086b65828006,Morning Beats with Sharma,Catch the latest trends and tracks live on Morning Beats with Sharma.,2026-06-19 18:38:00,2026-06-19 19:38:00,2026-06-19 18:40:00,2026-06-19 19:35:00,scheduled
79cfe846-51b6-42e4-89de-316c5dd67091,cfd04dcc-92a9-42af-afd8-41241cb33d2a,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 18:38:33,2026-06-19 19:38:33,2026-06-19 18:45:33,2026-06-19 20:12:33,scheduled
12dbb36d-dace-4267-8750-9308b97ee616,50e43f20-3ba1-44a1-b10d-89f192cc9ec3,Morning Beats with Sen,Catch the latest trends and tracks live on Morning Beats with Sen.,2026-06-19 18:39:54,2026-06-19 19:39:54,2026-06-19 18:39:54,2026-06-19 19:26:54,live
85f54c5e-91bb-472d-a986-7098e8c387de,283e14e1-b5f1-4f1a-b7af-f42e7d267a77,Retro Rewind with Rogers,Catch the latest trends and tracks live on Retro Rewind with Rogers.,2026-06-19 18:40:37,2026-06-19 19:40:37,2026-06-19 18:40:37,2026-06-19 19:23:37,live
e36376d6-8376-4e7f-a9dc-623758c8f64a,dda6179e-4085-460a-a1eb-70f9b9fb4b64,Rock Block with Rogers,Catch the latest trends and tracks live on Rock Block with Rogers.,2026-06-19 18:40:57,2026-06-19 19:40:57,2026-06-19 18:35:57,2026-06-19 20:48:57,scheduled
b67b904e-5990-4b16-b982-70028b5a1e7a,e1a43bd0-6282-49b2-938e-803a592c5f46,Chai & Talk with Jenkins,Catch the latest trends and tracks live on Chai & Talk with Jenkins.,2026-06-19 18:41:04,2026-06-19 19:41:04,2026-06-19 18:41:04,2026-06-19 19:58:04,live
a610dd74-2ea1-41fc-ac3f-959a90d7c75d,15d7e124-eb7e-4318-b0e5-f4d52d7fd766,Midnight Melodies with Rogers,Catch the latest trends and tracks live on Midnight Melodies with Rogers.,2026-06-19 18:41:36,2026-06-19 19:41:36,2026-06-19 18:36:36,2026-06-19 20:39:36,cancelled
4b78e510-ed41-4db8-a77f-83b6e4b9e6d0,dbea2cb8-aba8-49e1-bd1e-c9b2d7eeee7e,Morning Beats with Jenkins,Catch the latest trends and tracks live on Morning Beats with Jenkins.,2026-06-19 18:42:12,2026-06-19 19:42:12,2026-06-19 18:42:12,2026-06-19 18:42:12,completed
6d8188ce-fda7-4c45-9557-7b7f2d47460c,b87d3b52-5198-45bb-8feb-b477269b50c8,Retro Rewind with Chang,Catch the latest trends and tracks live on Retro Rewind with Chang.,2026-06-19 18:43:07,2026-06-19 19:43:07,2026-06-19 18:54:07,2026-06-19 20:31:07,scheduled
2bdbf42d-6ae6-4528-9286-f9fb148a64fd,cfd04dcc-92a9-42af-afd8-41241cb33d2a,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 18:43:44,2026-06-19 19:43:44,2026-06-19 18:42:44,2026-06-19 22:14:44,scheduled
f10e6fab-32f0-498c-b21a-0e4ef4ae09e1,9c0dd9ec-d4a0-4bf1-941d-639be71a3c91,Morning Beats with Jenkins,Catch the latest trends and tracks live on Morning Beats with Jenkins.,2026-06-19 18:43:51,2026-06-19 19:43:51,2026-06-19 18:44:51,2026-06-19 19:08:51,cancelled
81a916be-4973-4db8-8b9e-501d854aef15,25466537-92b1-464f-be90-c4a1f836cd38,Morning Beats with Rogers,Catch the latest trends and tracks live on Morning Beats with Rogers.,2026-06-19 18:45:07,2026-06-19 19:45:07,2026-06-19 18:45:07,2026-06-19 18:45:07,completed
