id,podcast_id,episode_id,user_id,joined_at,left_at
258339fc-893c-4ba3-873c-bc3d630d75fc,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 13:59:54,2026-06-19 14:19:54
bbf6b386-084b-4e1b-984e-09a4bc0fa92c,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 13:59:48,2026-06-19 13:59:54
36b8cb6b-e8f7-498d-8410-575113c182d7,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 14:00:01,2026-06-19 16:10:01
258339fc-893c-4ba3-873c-bc3d630d75fc,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 13:59:54,2026-06-19 14:00:30
36b8cb6b-e8f7-498d-8410-575113c182d7,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 14:00:01,2026-06-19 14:00:37
f3feb5d6-6327-49d0-9b80-932ac7474363,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,f1ad7345-f3b0-4c59-833d-cf6cc1779b4a,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 14:01:03,2026-06-19 14:15:03
f3feb5d6-6327-49d0-9b80-932ac7474363,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,f1ad7345-f3b0-4c59-833d-cf6cc1779b4a,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 14:01:03,2026-06-19 14:01:09
8efbbf2c-1a04-4b8d-84a0-ef6358f78924,6c0972df-9325-49f6-8e61-cdde63f48dda,bc3d80e3-088f-46c0-a5cc-f1753659fd3f,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 14:01:21,2026-06-19 15:44:21
8efbbf2c-1a04-4b8d-84a0-ef6358f78924,6c0972df-9325-49f6-8e61-cdde63f48dda,bc3d80e3-088f-46c0-a5cc-f1753659fd3f,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 14:01:21,2026-06-19 14:01:21
a6068072-37df-4985-837f-44bcfe110cce,6c0972df-9325-49f6-8e61-cdde63f48dda,d419394b-4875-4c23-9475-663258336453,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 14:01:49,2026-06-19 14:29:49
a6068072-37df-4985-837f-44bcfe110cce,6c0972df-9325-49f6-8e61-cdde63f48dda,d419394b-4875-4c23-9475-663258336453,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 14:01:49,2026-06-19 14:01:49
fbb593e3-1c09-4fcb-bdd3-4e71a5e032fd,6c0972df-9325-49f6-8e61-cdde63f48dda,b0f6121c-1264-4bad-b7c9-fd7f82e7bb18,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 14:01:56,2026-06-19 14:12:56
fbb593e3-1c09-4fcb-bdd3-4e71a5e032fd,6c0972df-9325-49f6-8e61-cdde63f48dda,b0f6121c-1264-4bad-b7c9-fd7f82e7bb18,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 14:01:56,2026-06-19 14:02:07
9433094c-a29d-4950-a369-5c21b4cc8956,6c0972df-9325-49f6-8e61-cdde63f48dda,1ee63dcd-3731-4321-a839-57711576fda3,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 14:02:19,2026-06-19 16:30:19
2925e5c6-ec28-4274-a091-d685022c16d8,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 14:02:36,2026-06-19 15:15:36
95541bcc-20c1-47eb-a08c-6b987a878699,bcbb25de-6277-4432-b46d-6c607c6ba0fd,8b778b00-ff37-4b48-bc06-173c460ab148,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:02:54,2026-06-19 16:15:54
9433094c-a29d-4950-a369-5c21b4cc8956,6c0972df-9325-49f6-8e61-cdde63f48dda,1ee63dcd-3731-4321-a839-57711576fda3,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 14:02:19,2026-06-19 14:03:00
2925e5c6-ec28-4274-a091-d685022c16d8,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 14:02:36,2026-06-19 14:03:06
95541bcc-20c1-47eb-a08c-6b987a878699,bcbb25de-6277-4432-b46d-6c607c6ba0fd,8b778b00-ff37-4b48-bc06-173c460ab148,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:02:54,2026-06-19 14:03:13
5ede5af5-ad6e-4ab0-8f88-c0189a87bf98,54314ef8-dd85-4eab-8dcb-c8ee93904950,4f357cd3-2ecc-466f-bc50-d80b64aeb330,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 14:03:25,2026-06-19 15:33:25
5ede5af5-ad6e-4ab0-8f88-c0189a87bf98,54314ef8-dd85-4eab-8dcb-c8ee93904950,4f357cd3-2ecc-466f-bc50-d80b64aeb330,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 14:03:25,2026-06-19 14:03:25
70a6424c-8698-49ff-94eb-3d80c48e1152,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,f1ad7345-f3b0-4c59-833d-cf6cc1779b4a,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:03:49,2026-06-19 14:33:49
70a6424c-8698-49ff-94eb-3d80c48e1152,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,f1ad7345-f3b0-4c59-833d-cf6cc1779b4a,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:03:49,2026-06-19 14:03:49
92752c63-f676-470a-b9d9-ab789a02981d,54314ef8-dd85-4eab-8dcb-c8ee93904950,bdd2a734-8853-4b3d-ab94-38e077060548,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:04:00,2026-06-19 14:22:00
92752c63-f676-470a-b9d9-ab789a02981d,54314ef8-dd85-4eab-8dcb-c8ee93904950,bdd2a734-8853-4b3d-ab94-38e077060548,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:04:00,2026-06-19 14:04:06
2ddf0f4c-ca2c-4bfd-976f-9067ed62c164,67334562-c5ac-48f9-841e-520dcab4fb95,7a41a8f2-5c45-4784-8722-0b913f58c779,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 14:04:13,2026-06-19 15:43:13
91b674b6-2022-4f3c-ab0b-7357c1dee262,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,cae5393a-7600-442a-80ea-f91c21d2b979,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,2026-06-19 14:04:18,2026-06-19 16:45:18
2ddf0f4c-ca2c-4bfd-976f-9067ed62c164,67334562-c5ac-48f9-841e-520dcab4fb95,7a41a8f2-5c45-4784-8722-0b913f58c779,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 14:04:13,2026-06-19 14:04:25
91b674b6-2022-4f3c-ab0b-7357c1dee262,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,cae5393a-7600-442a-80ea-f91c21d2b979,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,2026-06-19 14:04:18,2026-06-19 14:04:31
e5242d5b-d2a9-40a6-894c-8c864a90a34b,6c0972df-9325-49f6-8e61-cdde63f48dda,bae3d658-33f0-46de-8287-f1691001d650,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 14:04:59,2026-06-19 14:33:59
e5242d5b-d2a9-40a6-894c-8c864a90a34b,6c0972df-9325-49f6-8e61-cdde63f48dda,bae3d658-33f0-46de-8287-f1691001d650,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 14:04:59,2026-06-19 14:05:05
4be5ae1f-d458-42b3-b300-fa4bda7ed163,bcbb25de-6277-4432-b46d-6c607c6ba0fd,469a3f37-5887-4d46-8ed6-7924089647fd,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 14:05:22,2026-06-19 14:38:22
4be5ae1f-d458-42b3-b300-fa4bda7ed163,bcbb25de-6277-4432-b46d-6c607c6ba0fd,469a3f37-5887-4d46-8ed6-7924089647fd,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 14:05:22,2026-06-19 14:05:28
5162626d-8c5f-4a5d-b323-d84bc2b33133,6c0972df-9325-49f6-8e61-cdde63f48dda,f7a50f9d-69a9-468c-91fc-0c10aee71e5a,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 14:07:34,2026-06-19 15:52:34
5162626d-8c5f-4a5d-b323-d84bc2b33133,6c0972df-9325-49f6-8e61-cdde63f48dda,f7a50f9d-69a9-468c-91fc-0c10aee71e5a,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 14:07:34,2026-06-19 14:07:34
6e04fbce-7c51-46f1-8aea-66bc381e143a,67334562-c5ac-48f9-841e-520dcab4fb95,61afc11f-e4d0-4220-bd86-f7aa3cd1b4a0,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 14:07:53,2026-06-19 17:05:53
6e04fbce-7c51-46f1-8aea-66bc381e143a,67334562-c5ac-48f9-841e-520dcab4fb95,61afc11f-e4d0-4220-bd86-f7aa3cd1b4a0,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 14:07:53,2026-06-19 14:07:53
3fe6e9e1-fe4e-4eff-a3f1-3b13eb636376,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 14:08:59,2026-06-19 14:38:59
3fe6e9e1-fe4e-4eff-a3f1-3b13eb636376,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,812f0d0f-c4e0-4a20-8a38-6a11386ce15b,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 14:08:59,2026-06-19 14:09:11
0b229c19-cff4-4022-a1eb-629c4cb14c2a,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:09:16,2026-06-19 15:15:16
0b229c19-cff4-4022-a1eb-629c4cb14c2a,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:09:16,2026-06-19 14:09:16
786a2612-1208-49f1-89f3-a10b7e6f0dbf,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 14:09:30,2026-06-19 16:33:30
786a2612-1208-49f1-89f3-a10b7e6f0dbf,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 14:09:30,2026-06-19 14:09:35
1defba22-88a2-4964-83af-e743ac24c626,6c0972df-9325-49f6-8e61-cdde63f48dda,c681a363-295f-42cb-9071-058b9fad2c13,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 14:09:42,2026-06-19 15:04:42
1defba22-88a2-4964-83af-e743ac24c626,6c0972df-9325-49f6-8e61-cdde63f48dda,c681a363-295f-42cb-9071-058b9fad2c13,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 14:09:42,2026-06-19 14:09:53
d516ce58-cc6f-4aec-9ac5-5335bd51f45e,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,fc5608c0-d9e5-49d4-8b09-b19a26193694,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 14:10:54,2026-06-19 16:14:54
d516ce58-cc6f-4aec-9ac5-5335bd51f45e,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,fc5608c0-d9e5-49d4-8b09-b19a26193694,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 14:10:54,2026-06-19 14:10:54
47ec52a0-ac3e-4467-9bf6-f04a084b27cd,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,fc5608c0-d9e5-49d4-8b09-b19a26193694,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 14:11:01,2026-06-19 15:38:01
47ec52a0-ac3e-4467-9bf6-f04a084b27cd,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,fc5608c0-d9e5-49d4-8b09-b19a26193694,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 14:11:01,2026-06-19 14:11:07
d8a2f321-1067-4de6-a356-4c3704575fd1,07122ce9-1658-4e62-822d-bcd114e6d1c6,a3312e1a-a5ec-40b6-a80f-74566216364b,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 14:11:19,2026-06-19 14:17:19
d8a2f321-1067-4de6-a356-4c3704575fd1,07122ce9-1658-4e62-822d-bcd114e6d1c6,a3312e1a-a5ec-40b6-a80f-74566216364b,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 14:11:19,2026-06-19 14:11:49
a8e25424-0b41-4f07-8782-d616d5f0a81d,54314ef8-dd85-4eab-8dcb-c8ee93904950,bdd2a734-8853-4b3d-ab94-38e077060548,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:12:03,2026-06-19 14:57:03
a8e25424-0b41-4f07-8782-d616d5f0a81d,54314ef8-dd85-4eab-8dcb-c8ee93904950,bdd2a734-8853-4b3d-ab94-38e077060548,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:12:03,2026-06-19 14:12:03
c51da44a-cafd-475e-9867-c648eee5dd5e,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,b45c2e04-edfc-49d4-9b32-5ebb521661a7,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 14:12:23,2026-06-19 15:18:23
c51da44a-cafd-475e-9867-c648eee5dd5e,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,b45c2e04-edfc-49d4-9b32-5ebb521661a7,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 14:12:23,2026-06-19 14:12:47
29921b52-ad45-4913-8d55-3060dda45e3e,6609b609-888d-4a41-865f-7b6dcc3bbc35,a1bb2193-2a62-4a59-b0e6-7c4b0c14b6f9,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:13:02,2026-06-19 15:12:02
29921b52-ad45-4913-8d55-3060dda45e3e,6609b609-888d-4a41-865f-7b6dcc3bbc35,a1bb2193-2a62-4a59-b0e6-7c4b0c14b6f9,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:13:02,2026-06-19 14:13:02
a51934f9-10ef-4b38-b0e4-165d98f39160,d0da10b4-35da-4731-866d-cc9eb873d11e,a068806e-7b8a-4f29-b42a-7aaebff7ccd1,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:13:10,2026-06-19 15:46:10
a51934f9-10ef-4b38-b0e4-165d98f39160,d0da10b4-35da-4731-866d-cc9eb873d11e,a068806e-7b8a-4f29-b42a-7aaebff7ccd1,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:13:10,2026-06-19 14:13:10
c9d8e18b-252f-4c59-9934-850f7c4b3ba0,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 14:13:29,2026-06-19 16:49:29
c9d8e18b-252f-4c59-9934-850f7c4b3ba0,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 14:13:29,2026-06-19 14:13:37
3eefa6df-6eed-41f4-a0ed-d469a7da38ba,d0da10b4-35da-4731-866d-cc9eb873d11e,1b1cdf0a-4a21-4cca-9bae-1415051071d4,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:14:24,2026-06-19 17:03:24
3eefa6df-6eed-41f4-a0ed-d469a7da38ba,d0da10b4-35da-4731-866d-cc9eb873d11e,1b1cdf0a-4a21-4cca-9bae-1415051071d4,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 14:14:24,2026-06-19 14:14:32
772d3dd8-8598-464f-9486-cb1832080ffe,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 14:15:50,2026-06-19 16:40:50
772d3dd8-8598-464f-9486-cb1832080ffe,c92ab3c0-5c47-44f7-a3f9-bdfcd030d2f9,10eaf02e-2152-46da-845e-5e8181a7ee36,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 14:15:50,2026-06-19 14:15:50
64c652ea-2147-4545-a498-145353ccd3c7,a03a8ee9-a6b7-4e68-b4ea-52f928a61f84,555abf13-b63c-4a03-bb13-86cbfa008438,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 14:16:13,2026-06-19 14:42:13
cd035b6a-9b00-4175-b1e3-acd038c78a31,6609b609-888d-4a41-865f-7b6dcc3bbc35,a1bb2193-2a62-4a59-b0e6-7c4b0c14b6f9,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 14:16:20,2026-06-19 14:50:20
64c652ea-2147-4545-a498-145353ccd3c7,a03a8ee9-a6b7-4e68-b4ea-52f928a61f84,555abf13-b63c-4a03-bb13-86cbfa008438,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 14:16:13,2026-06-19 14:16:20
cd035b6a-9b00-4175-b1e3-acd038c78a31,6609b609-888d-4a41-865f-7b6dcc3bbc35,a1bb2193-2a62-4a59-b0e6-7c4b0c14b6f9,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 14:16:20,2026-06-19 14:16:28
ab2157a3-1429-4ac5-a608-5a71a7589f6a,07122ce9-1658-4e62-822d-bcd114e6d1c6,9edf2642-af32-40e1-807c-eb39d8d11374,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:16:48,2026-06-19 15:41:48
601c8f73-c501-429d-b1ac-f451e6af0296,489ef11a-7871-47ee-8b60-414fd7e30149,6bb4810f-5d56-4383-a700-f91f68a01167,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 14:17:25,2026-06-19 14:31:25
ab2157a3-1429-4ac5-a608-5a71a7589f6a,07122ce9-1658-4e62-822d-bcd114e6d1c6,9edf2642-af32-40e1-807c-eb39d8d11374,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:16:48,2026-06-19 14:17:25
601c8f73-c501-429d-b1ac-f451e6af0296,489ef11a-7871-47ee-8b60-414fd7e30149,6bb4810f-5d56-4383-a700-f91f68a01167,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 14:17:25,2026-06-19 14:17:44
307cd993-e43c-434f-aba1-33c8f8688908,8f5b8312-7061-436d-87e2-e0e931302576,d950d94d-5ba6-4ba4-9c93-b6aae3242eef,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 14:18:02,2026-06-19 16:55:02
307cd993-e43c-434f-aba1-33c8f8688908,8f5b8312-7061-436d-87e2-e0e931302576,d950d94d-5ba6-4ba4-9c93-b6aae3242eef,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 14:18:02,2026-06-19 14:18:02
b7987c5e-147a-4906-86fb-178a3eeeec89,07122ce9-1658-4e62-822d-bcd114e6d1c6,9edf2642-af32-40e1-807c-eb39d8d11374,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 14:18:45,2026-06-19 15:44:45
43dd3c4f-219b-4a5e-a511-7c537f45d4b3,192a7a65-1cdc-4cbb-9388-c3a1dcb4ee40,94474ee4-b22f-4f0e-b38f-cb7159dc0b8d,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 14:19:05,2026-06-19 17:03:05
b7987c5e-147a-4906-86fb-178a3eeeec89,07122ce9-1658-4e62-822d-bcd114e6d1c6,9edf2642-af32-40e1-807c-eb39d8d11374,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 14:18:45,2026-06-19 14:19:05
43dd3c4f-219b-4a5e-a511-7c537f45d4b3,192a7a65-1cdc-4cbb-9388-c3a1dcb4ee40,94474ee4-b22f-4f0e-b38f-cb7159dc0b8d,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 14:19:05,2026-06-19 14:19:14
1d72fe0e-8c2c-41a4-a813-0183b5c942b6,e5bd0020-e16a-4aae-a8a5-0c7f04f15416,92066025-c904-45c5-aeb5-b0067138ac56,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 14:19:41,2026-06-19 16:08:41
1d72fe0e-8c2c-41a4-a813-0183b5c942b6,e5bd0020-e16a-4aae-a8a5-0c7f04f15416,92066025-c904-45c5-aeb5-b0067138ac56,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 14:19:41,2026-06-19 14:19:48
6ed2ac99-8ea7-4ced-8f39-5f42e4b1f05b,a03a8ee9-a6b7-4e68-b4ea-52f928a61f84,412e2c4d-0121-4060-b8c6-8adf3b96540b,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:20:48,2026-06-19 15:56:48
6ed2ac99-8ea7-4ced-8f39-5f42e4b1f05b,a03a8ee9-a6b7-4e68-b4ea-52f928a61f84,412e2c4d-0121-4060-b8c6-8adf3b96540b,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:20:48,2026-06-19 14:20:48
9aa4adc7-051b-428c-91bc-5fafe6e581b4,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:21:22,2026-06-19 16:32:22
3ceb3662-6401-42f9-a4c7-698dbce4b94e,d0da10b4-35da-4731-866d-cc9eb873d11e,ac749ace-48f8-4c28-b2a5-d19a6d3e86e4,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 14:21:29,2026-06-19 14:34:29
e0e523b7-d9c0-497b-83ea-9313ad85410d,e5bd0020-e16a-4aae-a8a5-0c7f04f15416,92066025-c904-45c5-aeb5-b0067138ac56,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:21:37,2026-06-19 16:18:37
9aa4adc7-051b-428c-91bc-5fafe6e581b4,9a2db0ad-f595-4f7d-8ff8-30afe8f6bdf0,356534a9-fbb7-4ba1-87a3-fb19d5452af0,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:21:22,2026-06-19 14:21:43
f553480d-77ef-47bc-9382-46038e08ad4c,558be3e1-0d80-4673-b7bf-0530d83866ea,2e07c86c-f59c-45ca-b08c-51c4ba6df702,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:22:04,2026-06-19 16:18:04
3ceb3662-6401-42f9-a4c7-698dbce4b94e,d0da10b4-35da-4731-866d-cc9eb873d11e,ac749ace-48f8-4c28-b2a5-d19a6d3e86e4,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 14:21:29,2026-06-19 14:22:11
2c3ac3a6-925f-4b09-a0b9-c536fa3f9741,8f5b8312-7061-436d-87e2-e0e931302576,974e9811-a716-47ee-84ca-7f2ae133de18,12322423-8605-4a4d-a56e-320798952caf,2026-06-19 14:22:18,2026-06-19 16:44:18
e0e523b7-d9c0-497b-83ea-9313ad85410d,e5bd0020-e16a-4aae-a8a5-0c7f04f15416,92066025-c904-45c5-aeb5-b0067138ac56,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:21:37,2026-06-19 14:22:18
24c6b4d0-ca6d-4a3d-9273-a678c826783c,6c0972df-9325-49f6-8e61-cdde63f48dda,bc3d80e3-088f-46c0-a5cc-f1753659fd3f,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,2026-06-19 14:22:26,2026-06-19 14:47:26
