id,session_id,user_id,joined_at,left_at
e5ee87d2-c6f8-4935-9944-248a58ac5aa6,20ce9f0b-446b-4e84-a47a-d27465f02e67,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 14:33:42,2026-06-19 15:30:42
bd24c2df-cf9d-4e4c-802a-623ad38629b3,62f1929e-da17-43da-b2c9-832adaeedeb5,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 14:33:51,2026-06-19 17:16:51
5c8b19e7-656e-4033-afb7-20f742e3586b,37091c5e-8947-429a-9ccd-8af98b4de5e0,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 14:35:10,2026-06-19 17:07:10
14769408-fd2d-43f9-b1cb-7fbba6026987,37091c5e-8947-429a-9ccd-8af98b4de5e0,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:36:13,2026-06-19 15:15:13
fe724539-b804-4183-947b-03d7b502ca42,62f1929e-da17-43da-b2c9-832adaeedeb5,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:37:30,2026-06-19 14:51:30
f20354f0-04dc-4085-b636-eb55404318e2,e803b49a-fb3c-4671-9348-85ee583f00fd,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:37:42,2026-06-19 16:19:42
3797ee95-ac2c-474b-a69b-eff0aa07a9ef,5445fe91-8c6d-4ed8-9eae-73a4f5ba541d,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 14:37:50,2026-06-19 15:28:50
6364acf5-ee50-41d0-b698-23b545a38e29,3f92e944-cdaf-4ce9-b87b-81112f4482ef,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 14:37:56,2026-06-19 16:18:56
6b55d26b-520e-4c92-90eb-825e42a91f2b,5a776510-343f-4c67-a1f7-9d74bdd7dcca,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 14:38:02,2026-06-19 16:00:02
dfe35b79-2b0f-4f64-ae85-17da7afaf05b,5995d61d-c827-4a56-ac5d-fba898457bac,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 14:38:20,2026-06-19 15:03:20
5f57432c-0aa0-402a-8b36-642b2184c855,5445fe91-8c6d-4ed8-9eae-73a4f5ba541d,3f78906d-8830-4afd-9569-6682c625741e,2026-06-19 14:39:52,2026-06-19 14:55:52
1ce83c76-7227-4964-8199-3d76727c8a83,3c90df4e-0068-4b62-a941-4e60611e0f1f,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 14:40:07,2026-06-19 17:27:07
eb5c9ea3-d77c-4797-93d5-348fff6f81a0,3f92e944-cdaf-4ce9-b87b-81112f4482ef,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 14:40:59,2026-06-19 17:37:59
35b843a4-a5d5-4b77-bee9-84b3f6cbf80c,20ce9f0b-446b-4e84-a47a-d27465f02e67,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 14:41:12,2026-06-19 15:40:12
f8f18f45-ad78-4167-95a0-8755b697e58a,37091c5e-8947-429a-9ccd-8af98b4de5e0,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 14:43:51,2026-06-19 15:16:51
95f0d7b0-9f53-4bfe-a180-b7fa0769aad6,3c90df4e-0068-4b62-a941-4e60611e0f1f,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 14:43:59,2026-06-19 16:25:59
67482c8a-b087-4d28-96c5-c37114e27b46,f7801428-546c-4a46-af77-946fff37297a,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 14:44:13,2026-06-19 17:42:13
1a3d5258-1cd9-4c9b-a63c-c8afad218d76,5995d61d-c827-4a56-ac5d-fba898457bac,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 14:44:30,2026-06-19 15:53:30
c31cbae3-0e4d-43e8-bd91-d4749e232d23,1eb8f48d-9529-45a1-adaa-5b7399e85c38,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 14:45:03,2026-06-19 17:16:03
e6147343-5432-4280-8600-61664b301ce0,8c7d1ae1-e5f6-44aa-bcf6-27603672a26f,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 14:45:54,2026-06-19 16:13:54
4c33df17-2b4f-4dd3-a726-1cf77369133c,bf35718c-c905-4457-92b9-d31c727978f6,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 14:46:09,2026-06-19 15:52:09
d228f116-c39b-44b9-92d7-eaa9f9d2671c,3f92e944-cdaf-4ce9-b87b-81112f4482ef,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 14:46:31,2026-06-19 15:09:31
6d15b099-eae2-4337-8d30-389985e9629b,37091c5e-8947-429a-9ccd-8af98b4de5e0,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 14:46:58,2026-06-19 16:40:58
650207c9-f022-4dcd-9019-94f480c22297,c4bf5c61-d5b1-4eab-a81e-691f56773a62,39b3f684-9677-4ff0-bc81-276b045ab4aa,2026-06-19 14:47:16,2026-06-19 17:20:16
de01e763-5f3d-4bad-b1ac-4a54956a4c0c,3f92e944-cdaf-4ce9-b87b-81112f4482ef,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 14:47:26,2026-06-19 15:18:26
a15bfa9f-2729-4e4b-8b7d-331c3410269e,bf35718c-c905-4457-92b9-d31c727978f6,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 14:47:37,2026-06-19 16:02:37
eb7e7cef-85df-4b1a-8c23-1fa0a3c9cbe4,8c7d1ae1-e5f6-44aa-bcf6-27603672a26f,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 14:48:56,2026-06-19 15:48:56
b2d73298-4b76-4b1e-b462-29e10ba3711f,bf35718c-c905-4457-92b9-d31c727978f6,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 14:49:05,2026-06-19 17:31:05
287c3459-0eec-4f7a-a217-b13f49f9e6f8,3f92e944-cdaf-4ce9-b87b-81112f4482ef,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 14:50:19,2026-06-19 15:19:19
d74211a8-b7df-4687-b2d4-84fe4e828b88,5445fe91-8c6d-4ed8-9eae-73a4f5ba541d,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 14:50:41,2026-06-19 17:48:41
bb8e69cb-df41-4d1f-b29a-bbd6b25d89b9,f7801428-546c-4a46-af77-946fff37297a,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 14:51:31,2026-06-19 15:53:31
2cee9a08-6124-45c4-a51a-edd8cc690c95,fee4726a-b3b6-419f-a022-abbcf26f3876,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 14:54:00,2026-06-19 16:35:00
1e933d42-52f9-4a77-aed9-ff82adb66ac7,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 14:55:25,2026-06-19 15:15:25
5427501d-d8be-4cb7-97f9-6ee09791668e,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 14:56:21,2026-06-19 15:18:21
8802dbe7-c8dd-460a-8c12-9b0758d6930d,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 14:57:51,2026-06-19 15:11:51
50b8d752-b036-4995-8fa5-0bd445fc944e,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 14:58:06,2026-06-19 15:45:06
e1350b27-a52d-416e-a000-3c427d308dfa,4f984a16-0517-4656-8012-1c3dd4fac485,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:58:14,2026-06-19 17:10:14
d5092499-f5e6-420e-9e5f-4fffe1b74b22,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:01:40,2026-06-19 17:35:40
780f13e3-e7e4-4cf4-9a6b-524ba06bea7c,02dfbbd1-f6a5-430a-947f-167fbd7a3013,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 15:02:16,2026-06-19 17:01:16
f6f4f134-53e4-41d5-a919-3f52fa7b4702,4f984a16-0517-4656-8012-1c3dd4fac485,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 15:03:01,2026-06-19 15:18:01
b8ca6cde-bc63-443e-8697-4b6b775dbb5f,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 15:03:21,2026-06-19 16:34:21
c39d1240-7083-47fb-9713-3c0ac482e4e4,274fcd43-1ee8-4dec-b4db-343d9298d14b,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 15:05:18,2026-06-19 16:43:18
ff40cb86-da05-4395-bbe3-f30c74452c15,188bc9a4-7925-481f-8e87-f9576fb35979,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 15:05:32,2026-06-19 16:39:32
32901584-5bca-4f3b-ab2e-9e0627ccc7af,e0e0d05c-6587-4d9a-8bb5-340c7a92b34d,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 15:06:01,2026-06-19 17:33:01
524fc9eb-ecf5-4deb-a362-98057e880f61,c909bb40-cf11-4fe2-b9fe-9c6b9268522c,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 15:06:29,2026-06-19 17:00:29
8c6c6546-e2d2-44f8-a8c2-ef1f14310495,c0af0a4c-4954-46c1-8ccc-042f2232703d,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 15:09:19,2026-06-19 17:43:19
17a7229a-55ae-42d2-a499-fe81c617ceda,c0af0a4c-4954-46c1-8ccc-042f2232703d,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 15:09:41,2026-06-19 16:01:41
1d007858-b0f9-419e-9878-ba2a23fd7e50,274fcd43-1ee8-4dec-b4db-343d9298d14b,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 15:09:50,2026-06-19 17:34:50
dfaf68e7-9179-4ed9-81fe-61f0e9e81d97,02dfbbd1-f6a5-430a-947f-167fbd7a3013,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 15:10:29,2026-06-19 17:24:29
fa2090a5-5b8a-46b9-9fce-a60a078a65a6,da209146-2478-47b0-9ff5-cc5de3e93475,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:12:32,2026-06-19 15:29:32
eed22680-2210-49cc-8c9d-76636fe3f208,c909bb40-cf11-4fe2-b9fe-9c6b9268522c,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 15:12:42,2026-06-19 18:03:42
c5f362dc-8e05-4228-bc27-5dfac8a0771f,86507c7e-f855-4f43-9af2-9b231ef7a74c,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 15:13:23,2026-06-19 17:54:23
94035153-ab6d-4d14-928d-c4e2a6892c0e,96bd7691-62b1-4f1c-bae5-1abdd28e68f3,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 15:13:38,2026-06-19 18:02:38
c7dd0beb-abfd-4d59-a255-fe588dcbc8ff,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 15:14:24,2026-06-19 17:41:24
89d8a7b6-46ca-4a81-9270-39976b6e2ab0,95c46dc7-4754-4475-9ca5-273289bec43e,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:15:47,2026-06-19 16:58:47
db6d6de2-47df-40db-bc3d-70b803f73857,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:15:54,2026-06-19 16:20:54
95acae4d-167c-4db8-8b2e-6c60e1dd0303,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 15:16:00,2026-06-19 16:41:00
4c67a6cc-056e-4a6c-ae78-7c546c6753b8,4f984a16-0517-4656-8012-1c3dd4fac485,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 15:16:08,2026-06-19 17:12:08
9d5f3be0-2b7a-486d-9c77-8d5699119186,b6730968-337a-4906-b245-c079b1f0aeb3,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 15:16:20,2026-06-19 18:05:20
eb69aeb3-c1ad-4121-a090-ca9b93949115,02dfbbd1-f6a5-430a-947f-167fbd7a3013,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 15:16:54,2026-06-19 16:06:54
0f430d13-1840-4166-8b69-24497d2251a1,c0af0a4c-4954-46c1-8ccc-042f2232703d,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:17:04,2026-06-19 16:15:04
5215ce9f-b8a6-4a37-9199-b54f2821e331,00841a24-28b4-437a-9a33-6d9397e9551c,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 15:18:26,2026-06-19 17:09:26
f1668b3a-15bb-40fc-bcdc-70379e7bf876,daa64933-4bd2-4005-ab83-a329ba7e455b,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 15:18:37,2026-06-19 15:28:37
757ebee9-6bfd-48e3-a1e0-0c53ba88ecd7,b6730968-337a-4906-b245-c079b1f0aeb3,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 15:19:03,2026-06-19 17:29:03
e3d1a3a0-3a3f-432f-b616-40a7b177bdb6,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 15:19:45,2026-06-19 16:35:45
bbd20f45-b712-4c7e-8517-e4cbc0a37861,00841a24-28b4-437a-9a33-6d9397e9551c,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,2026-06-19 15:20:10,2026-06-19 15:27:10
88859ddd-a108-40c2-869c-37c0ff445175,272b72c1-bc18-4517-a675-4bf1fe2173b2,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 15:21:01,2026-06-19 15:59:01
f37d4076-13a3-48e2-b449-3c7a78ed9726,2484a3f9-fc97-4c21-9b78-ac002ae50d0c,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 15:21:17,2026-06-19 17:43:17
e6394c3c-89b2-4bbf-89f3-b824ebbb837c,86507c7e-f855-4f43-9af2-9b231ef7a74c,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 15:22:09,2026-06-19 16:27:09
7fc15399-c68e-4c10-81d6-566aec71d4d6,4f9e3186-6f04-4ec2-8fba-edb9d28368d1,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 15:22:24,2026-06-19 17:51:24
c1621731-2551-40b3-aa24-3a8e75fd401e,ca3e6a0a-bfd6-4724-846d-839fc7ed47d2,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 15:23:24,2026-06-19 15:46:24
9716170c-3d07-47e4-81dc-a29c28d6d2f4,2c3b31b8-9ff5-448f-81ff-4a4ecc8c6464,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 15:24:46,2026-06-19 15:37:46
e0b660c1-8983-477a-9143-89710a570d02,23844cff-68ef-455c-9597-64212a720864,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 15:25:46,2026-06-19 17:55:46
8bc39017-8013-4cee-81da-f93f7ab3e229,b6730968-337a-4906-b245-c079b1f0aeb3,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 15:26:00,2026-06-19 16:34:00
00760668-4cad-4046-849c-8bd18f4ebfa1,00841a24-28b4-437a-9a33-6d9397e9551c,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 15:26:36,2026-06-19 17:28:36
7e5e7f72-9e8a-45c6-ba44-4a2479b0028c,7f2d61c4-c7c8-4e33-aed5-396f432e7fe3,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 15:30:27,2026-06-19 18:10:27
43c7cec2-918b-45fa-84f9-e2a4c7f3a87c,86507c7e-f855-4f43-9af2-9b231ef7a74c,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,2026-06-19 15:31:29,2026-06-19 16:17:29
b64838a4-a41c-46e8-a1fc-a8337c71ade8,da209146-2478-47b0-9ff5-cc5de3e93475,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 15:31:44,2026-06-19 16:03:44
8ec38f17-4782-4aff-9bc8-c049fbad647b,0da6f459-53ae-4ad4-9204-ccfdcd090d51,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 15:31:51,2026-06-19 17:31:51
183a57e9-cc5b-44c9-be9d-afc6de593a08,4654207e-9432-4e20-bb8b-5fadbc7a0a99,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 15:33:49,2026-06-19 16:20:49
b52b1a69-4b3b-4b3d-a6cb-9f603db4df90,272b72c1-bc18-4517-a675-4bf1fe2173b2,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 15:33:58,2026-06-19 15:44:58
e27ce849-2cf2-42ce-9fe7-bf5615f6bcd6,b6ec5a36-556f-4555-b320-abedf3d4b389,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 15:34:06,2026-06-19 18:18:06
1825871c-a5f5-43b9-bb1c-bcd20ee0cd1b,dcec07e1-d91c-4326-8ddf-e14f607799ad,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 15:35:05,2026-06-19 17:25:05
025e18fd-2c74-4251-a00e-d58a5e0d7756,966acfc9-891f-44dc-9930-bdc58de043ef,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 15:35:48,2026-06-19 16:36:48
7be0b6fd-2f09-4228-a6cb-1e84c36c2c0c,c909bb40-cf11-4fe2-b9fe-9c6b9268522c,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 15:36:07,2026-06-19 15:52:07
e61aecc9-fb98-4999-b671-9889a25d43b8,6d9fc08e-27e6-4448-8d2d-f6bb1eb7b652,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 15:37:29,2026-06-19 17:53:29
cb1bcb00-75aa-4e72-96d5-7978a9048cfa,75e1a865-b5e8-4634-882b-74302eaef028,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 15:38:54,2026-06-19 18:26:54
295d8d54-11cb-45e0-9c88-2b92d754a3ad,4f9e3186-6f04-4ec2-8fba-edb9d28368d1,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,2026-06-19 15:39:41,2026-06-19 16:54:41
fa0546b0-d3fd-483c-a4e3-0336e3febc0a,7f2d61c4-c7c8-4e33-aed5-396f432e7fe3,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 15:40:22,2026-06-19 16:21:22
0610ac69-bc00-41a0-9bef-34800a0aad3f,1f1b2955-9f45-473b-80bd-285cd772a1e7,55829a23-649b-4c07-8fac-48687f0dbbf1,2026-06-19 15:41:13,2026-06-19 17:04:13
c01740d7-8692-4566-bbfc-a10415f60ad2,7f2d61c4-c7c8-4e33-aed5-396f432e7fe3,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 15:41:42,2026-06-19 16:10:42
66fb78a7-91ea-4e7b-abce-a765efa7c9b4,0da6f459-53ae-4ad4-9204-ccfdcd090d51,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 15:41:59,2026-06-19 15:57:59
8bedb622-e240-440b-b839-f59e4554a2ee,880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 15:42:26,2026-06-19 17:04:26
e26e5ed3-6ec5-40d3-afbc-4c7a06c479d3,1a86d359-7d4f-4994-9b68-184979d47743,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 15:43:37,2026-06-19 16:51:37
9b03e155-c1be-41b3-aac2-278155fd17e2,f0afb766-8b54-4ca9-8a0f-5cc0aca70f2b,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 15:44:52,2026-06-19 16:31:52
3278b7c9-8a93-46b6-9e74-74eb754e7842,f0afb766-8b54-4ca9-8a0f-5cc0aca70f2b,39b3f684-9677-4ff0-bc81-276b045ab4aa,2026-06-19 15:45:10,2026-06-19 17:26:10
f60e0d28-f998-4f15-baf5-5d059debba08,dcec07e1-d91c-4326-8ddf-e14f607799ad,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 15:45:18,2026-06-19 16:52:18
b0efbba2-ba1e-40b4-b78f-fd7127490e6c,32b44bae-d372-44be-bd83-b47bed20882c,91f76402-014a-41d8-baee-d588af33b23a,2026-06-19 15:46:56,2026-06-19 18:23:56
10bfe9d4-6c22-4fca-b4f3-125bb46813cf,02dfbbd1-f6a5-430a-947f-167fbd7a3013,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 15:47:35,2026-06-19 17:47:35
4e5cb1e9-5bbd-4e66-91bf-bd636116346e,272b72c1-bc18-4517-a675-4bf1fe2173b2,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 15:47:44,2026-06-19 17:13:44
efe45ac8-34fb-4dfc-a6ef-390f2db65f8e,32163962-83aa-440b-9307-64e94a79834d,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 15:48:08,2026-06-19 17:51:08
7828d3d9-2367-4895-8784-0a50ab2fac09,9d646fc9-6349-45ff-a2d6-70080fc6e5c5,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 15:48:26,2026-06-19 16:23:26
46d11bf0-94ab-4f7f-9f3c-a33b445fd28e,f0afb766-8b54-4ca9-8a0f-5cc0aca70f2b,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 15:48:34,2026-06-19 16:56:34
a040f286-012e-4033-ac48-a713914a5ac8,1a86d359-7d4f-4994-9b68-184979d47743,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 15:48:46,2026-06-19 17:54:46
e047bd19-344e-44a8-9fba-7850ce7e7501,4f984a16-0517-4656-8012-1c3dd4fac485,22a990f3-a58e-4b79-a832-f797a1f2489f,2026-06-19 15:49:23,2026-06-19 16:21:23
af4f83b8-dd9b-4cd0-a169-162dbcba06c1,c909bb40-cf11-4fe2-b9fe-9c6b9268522c,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 18:25:06,2026-06-19 20:41:06
0c8e90cd-51df-4088-bb77-55f770b3191e,00841a24-28b4-437a-9a33-6d9397e9551c,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,2026-06-19 18:25:11,2026-06-19 21:04:11
897e9dc2-21e7-4451-ac24-222865178767,bfd8865a-79ee-4af4-b162-9ccead613c8f,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 18:26:06,2026-06-19 18:35:06
eaa0132a-c197-4d44-8ce4-1873c089adee,966acfc9-891f-44dc-9930-bdc58de043ef,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 18:27:13,2026-06-19 18:59:13
c41e8181-d1f7-4944-8eb8-4474fef580f4,6d4851f7-bd0d-4314-b885-0030292f692f,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 18:27:50,2026-06-19 19:12:50
c00b23a7-56a7-49ea-9e3a-23695f1615bd,2c3b31b8-9ff5-448f-81ff-4a4ecc8c6464,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 18:28:41,2026-06-19 18:40:41
4762adf0-a6b0-4594-ae2e-ba04d4b934c7,eb0a7a92-c2e3-4465-9826-ec7dd6fce8d3,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 18:29:01,2026-06-19 19:43:01
693924d1-382d-4873-b551-3c06a69bb893,0cb161b7-795b-440b-aa9a-5dcd5af0cd22,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 18:29:14,2026-06-19 21:08:14
d2b5c743-7a08-4c05-b82c-4636195fc586,ca3e6a0a-bfd6-4724-846d-839fc7ed47d2,a1b14426-054b-47a9-bd5c-a247a9851925,2026-06-19 18:29:28,2026-06-19 20:24:28
2f4cab62-0488-4472-8ac1-0f4dab6750b1,272b72c1-bc18-4517-a675-4bf1fe2173b2,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 18:30:25,2026-06-19 18:47:25
7866e513-b306-4d4d-93f6-0d20f44e649f,528459cc-0abd-43cc-8acf-078793c3a5ea,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 18:31:20,2026-06-19 19:50:20
d220e14f-6155-4df6-8f72-7fde81f387dc,274fcd43-1ee8-4dec-b4db-343d9298d14b,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,2026-06-19 18:31:47,2026-06-19 20:06:47
e71e9b6d-c244-495d-926e-9e8a70a2ff54,5b0fd04c-6c87-47f5-810a-4a4bcaa0ad70,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 18:31:54,2026-06-19 18:51:54
14af4b03-d4dc-4b27-ae55-74a1c0136959,7f2d61c4-c7c8-4e33-aed5-396f432e7fe3,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 18:32:26,2026-06-19 21:09:26
