id,room_id,requested_by,song_name,artist_name,requested_at,request_status,played_at
0610a808-a4f0-42cb-8b53-7f6c17a58250,f677959b-bacf-4231-afef-8caf440b562e,74d5a5dc-ce46-4c4c-aa35-4cbc41e7d0c4,Kesariya,Arijit Singh,2026-06-18 23:27:14,approved,2026-06-18 23:53:14
13cce1e3-1a37-4e9a-98aa-7b04f5af5dea,72dc3479-6506-45c0-a7ca-62a8cacac53a,18e162a7-4588-4996-b45b-5831cd66039a,Samajavaragamana,Sid Sriram,2026-06-18 23:27:20,approved,2026-06-18 23:51:20
dd760818-f71d-46d5-9847-1240627d9b43,ba9dfa95-b89f-4cb9-b47c-fd239fd550d5,c1323a63-30c3-41c2-a010-6259c8ad8714,Blinding Lights,The Weeknd,2026-06-19 10:51:20,pending,2026-06-19 10:59:20
5d5e4a44-6855-4b6e-9bfa-6219e6fb75a8,3b022286-185e-413d-863f-f290ad03be61,fe3011a0-c931-4512-aa21-3b4013c88951,Naatu Naatu,M. M. Keeravani,2026-06-19 10:55:11,accepted,2026-06-19 11:22:11
7007ee49-60cd-4e13-af10-02b934e43a4a,3b022286-185e-413d-863f-f290ad03be61,91f76402-014a-41d8-baee-d588af33b23a,Blinding Lights,The Weeknd,2026-06-19 10:56:08,skipped,2026-06-19 11:05:08
2fa3edd4-96fa-4fa4-ac48-9de0b9ba88a6,5a6dd61b-1f58-4eeb-842e-41c40354a51d,55829a23-649b-4c07-8fac-48687f0dbbf1,Get Lucky,Daft Punk,2026-06-19 10:57:55,rejected,2026-06-19 11:08:55
0f3dfe0a-9bd5-42b9-af90-c5b406f8e6aa,c059cf71-1252-40af-a490-505d135491ad,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Naatu Naatu,M. M. Keeravani,2026-06-19 10:59:16,played,2026-06-19 10:59:16
5062a32f-2a4c-4298-aa27-e80878f55bbd,887615a5-d44b-45fd-892f-a40597a18dc5,3f78906d-8830-4afd-9569-6682c625741e,Kesariya,Arijit Singh,2026-06-19 10:59:42,skipped,2026-06-19 11:26:42
82fb5e32-6723-4d36-98cb-11fe8cde2c38,c059cf71-1252-40af-a490-505d135491ad,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,In the End,Linkin Park,2026-06-19 11:01:51,skipped,2026-06-19 11:17:51
b0835540-98cb-49bc-9278-6a7fad5ab8a7,04d2bee2-547c-4a66-af19-70064fcb365d,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Dynamite,BTS,2026-06-19 11:02:00,played,2026-06-19 11:02:00
ded47260-5a76-4f70-b709-a14bcad9b55e,955504a6-7a2b-41dd-b20f-7919c0eb0966,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,In the End,Linkin Park,2026-06-19 11:52:18,rejected,2026-06-19 11:59:18
658bc1b9-7e8c-4f34-b9ea-e662f49a5f65,ea78f0e8-7450-4b1b-8e09-60a505e51169,fe3011a0-c931-4512-aa21-3b4013c88951,Starboy,The Weeknd,2026-06-19 11:52:41,accepted,2026-06-19 11:55:41
83d09a89-d824-4314-8ad9-05dd39562f65,955504a6-7a2b-41dd-b20f-7919c0eb0966,06976bce-6513-48e4-9af3-08e5c05693cd,In the End,Linkin Park,2026-06-19 11:52:51,rejected,2026-06-19 12:21:51
d3d64240-d76b-47c4-9e9d-c7634901920c,de8790fe-be21-4702-b6a1-fc517d62a9be,3b8c4752-b3a3-420b-9c74-36921cf61c76,Lofi Rain,Chillhop Music,2026-06-19 11:54:15,played,2026-06-19 11:54:15
4abccd14-4328-480d-a7d3-74c46956b20e,920208e7-d778-41bf-ab76-0bfbdc31c60a,a1b14426-054b-47a9-bd5c-a247a9851925,Dynamite,BTS,2026-06-19 11:54:22,pending,2026-06-19 12:15:22
3bc95937-dbf5-4b76-a9dd-6f838cf02edc,cd028468-9427-43e9-ab62-f002cfd3a114,3b8c4752-b3a3-420b-9c74-36921cf61c76,Dynamite,BTS,2026-06-19 11:56:56,rejected,2026-06-19 12:20:56
b9f6ac9a-bc12-4071-b895-9e32eae58d9b,c5205ab3-b31e-4906-8bb7-9e37504b78cd,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,Fix You,Coldplay,2026-06-19 11:58:25,played,2026-06-19 11:58:25
73c8dff4-b349-4371-9a9a-9955256b0cc8,cd028468-9427-43e9-ab62-f002cfd3a114,618b0ae7-0fff-48fb-9370-a843df38b9c6,Naatu Naatu,M. M. Keeravani,2026-06-19 11:59:00,rejected,2026-06-19 12:04:00
7ed5fdc7-c998-4aa6-9433-f97a328db37d,f708790d-15e8-4f2f-ab5d-79a98809ab49,a9df166f-15a5-405e-8af7-472cba5d2aea,Take Five,Dave Brubeck,2026-06-19 12:00:12,played,2026-06-19 12:00:12
bceff7b9-c87c-42e4-9d43-1c10cee9c219,91e8be6a-17cb-419b-95c6-90ca04e73eaa,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,Take Five,Dave Brubeck,2026-06-19 12:24:08,accepted,2026-06-19 12:40:08
a9602ed7-407f-4d8d-97ab-c8ef08ba5a4b,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,Take Five,Dave Brubeck,2026-06-19 12:33:47,skipped,2026-06-19 12:35:47
d78227ae-e5f3-493c-917d-c923bec27cd4,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,Get Lucky,Daft Punk,2026-06-19 12:34:03,skipped,2026-06-19 12:53:03
370c9e27-2dfd-471e-85db-69e75e81ccef,2cdbdbea-fd2a-43be-b248-0249d9126bb6,91f76402-014a-41d8-baee-d588af33b23a,Take Five,Dave Brubeck,2026-06-19 12:34:21,accepted,2026-06-19 12:37:21
d27efefd-febb-4525-b5cd-eb1b0c8df1c7,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,Get Lucky,Daft Punk,2026-06-19 12:34:33,rejected,2026-06-19 12:36:33
9990792b-545e-4eed-aae3-7aa3b4c1b3c5,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,09cdf1f0-7630-488c-bfb3-caca63923097,In the End,Linkin Park,2026-06-19 12:35:33,played,2026-06-19 12:35:33
2b113ac8-0d1b-495d-8079-99c8907a46e8,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,Fix You,Coldplay,2026-06-19 12:35:53,played,2026-06-19 12:35:53
ba44956a-b0eb-4d57-a9c7-26b61381d501,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,Get Lucky,Daft Punk,2026-06-19 12:36:03,rejected,2026-06-19 12:50:03
b695fe24-84a1-4cbd-9fb3-cf6a9bed8503,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,09cdf1f0-7630-488c-bfb3-caca63923097,Starboy,The Weeknd,2026-06-19 12:36:09,accepted,2026-06-19 13:00:09
8314e56a-ae34-43a7-b182-4089fa4a76dc,2cdbdbea-fd2a-43be-b248-0249d9126bb6,8061b56b-6e3e-4011-8e9e-620e4c777195,Blinding Lights,The Weeknd,2026-06-19 12:36:27,pending,2026-06-19 12:41:27
ab4b28e7-12c8-4f55-be07-d8733bb8ad97,0a2674cf-b13d-45b9-bc2b-c526adb7e735,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,Starboy,The Weeknd,2026-06-19 12:36:33,pending,2026-06-19 12:42:33
dd397c1a-6dd4-488a-88b5-79896a25fcd7,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,Naatu Naatu,M. M. Keeravani,2026-06-19 12:36:56,pending,2026-06-19 12:57:56
fa027f78-2906-4f71-98ff-cecb7d69722a,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,In the End,Linkin Park,2026-06-19 12:37:03,rejected,2026-06-19 12:51:03
e131584f-00cf-4182-b673-345523b61fed,f7dbb39c-860d-4836-aad3-7a349276d04e,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Kesariya,Arijit Singh,2026-06-19 12:37:08,skipped,2026-06-19 12:57:08
caab45dd-baa4-4619-bb98-6524ca7fdb86,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,In the End,Linkin Park,2026-06-19 12:37:31,pending,2026-06-19 13:07:31
f66b7f17-9634-4bbf-9736-6ea5a8778a6b,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,Naatu Naatu,M. M. Keeravani,2026-06-19 12:37:43,pending,2026-06-19 13:01:43
fb675784-da45-46e3-b122-806f8dfb70bc,f7dbb39c-860d-4836-aad3-7a349276d04e,0f42e55c-e2f1-4ef6-959b-0e39485b881f,In the End,Linkin Park,2026-06-19 13:46:06,rejected,2026-06-19 14:03:06
42a35505-77b9-4a98-af75-9e41bc129f9f,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,09cdf1f0-7630-488c-bfb3-caca63923097,Naatu Naatu,M. M. Keeravani,2026-06-19 13:46:42,accepted,2026-06-19 13:49:42
4d77dacc-53e7-40f2-a2e4-0d9b781937ec,2cdbdbea-fd2a-43be-b248-0249d9126bb6,91f76402-014a-41d8-baee-d588af33b23a,Get Lucky,Daft Punk,2026-06-19 13:46:52,skipped,2026-06-19 13:47:52
ff7c8862-0569-4faa-8a24-e608d393d0eb,4a536761-b276-4efd-b1c5-b39c13532e0e,618b0ae7-0fff-48fb-9370-a843df38b9c6,Starboy,The Weeknd,2026-06-19 13:47:45,played,2026-06-19 13:47:45
7e019baa-d1ab-42af-a767-8605f0b7c4d2,0a2674cf-b13d-45b9-bc2b-c526adb7e735,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,Get Lucky,Daft Punk,2026-06-19 13:48:23,skipped,2026-06-19 14:09:23
d58fc411-8fa5-4e02-baee-ba00185e503a,f7dbb39c-860d-4836-aad3-7a349276d04e,4fdb4c3e-d350-446e-b914-016b5168675d,Naatu Naatu,M. M. Keeravani,2026-06-19 13:48:40,skipped,2026-06-19 14:13:40
af4ee92f-952a-4a83-9ede-91883b65b66e,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,Lofi Rain,Chillhop Music,2026-06-19 13:48:46,rejected,2026-06-19 13:52:46
9278de91-9531-4e4e-9d6a-28e4fe4e1e35,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,Fix You,Coldplay,2026-06-19 13:48:56,rejected,2026-06-19 14:03:56
6c3f4cb9-3be4-48d9-ad67-e19a0c485a1f,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,09cdf1f0-7630-488c-bfb3-caca63923097,Take Five,Dave Brubeck,2026-06-19 13:49:07,rejected,2026-06-19 14:13:07
241fe5a5-7473-49af-a5b7-7ee733a375d0,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,Naatu Naatu,M. M. Keeravani,2026-06-19 13:49:34,skipped,2026-06-19 14:07:34
ed4a2261-434e-4526-9148-d8f34e8f175e,f7dbb39c-860d-4836-aad3-7a349276d04e,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Kesariya,Arijit Singh,2026-06-19 13:49:40,accepted,2026-06-19 14:19:40
1164baa7-0bed-49f3-a30c-cd09a92ee5f1,386a23db-0929-4e5d-8316-f261c1dc90eb,91f76402-014a-41d8-baee-d588af33b23a,Dynamite,BTS,2026-06-19 13:49:46,skipped,2026-06-19 13:58:46
fae781af-010b-427a-92c6-1296792ddb22,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,e9a7d752-9b25-4616-92b3-edb905512202,Dynamite,BTS,2026-06-19 13:49:57,pending,2026-06-19 14:18:57
ab33e950-d79f-45b1-a976-1b22b2bbd96b,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,Fix You,Coldplay,2026-06-19 13:50:38,rejected,2026-06-19 13:51:38
8a8d99d8-70fd-4c18-a38f-9e9dcf21c1c6,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,061b5104-ae8b-4699-b5cf-5e040ea1b762,In the End,Linkin Park,2026-06-19 13:50:44,pending,2026-06-19 13:52:44
ea5d36de-0a09-46bd-9cbb-b510fb05587d,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,Lofi Rain,Chillhop Music,2026-06-19 13:51:06,skipped,2026-06-19 14:05:06
a5d6efee-d48a-4226-a402-40b1ad8c161b,2cdbdbea-fd2a-43be-b248-0249d9126bb6,8061b56b-6e3e-4011-8e9e-620e4c777195,In the End,Linkin Park,2026-06-19 13:51:32,pending,2026-06-19 14:17:32
6de510a8-3a34-40c0-820c-25cef9dfb6ee,0a2674cf-b13d-45b9-bc2b-c526adb7e735,bb309fa2-47fc-4d74-b2e2-6b6c986fbd34,Starboy,The Weeknd,2026-06-19 13:52:48,played,2026-06-19 13:52:48
eda594d3-9b07-49c4-8784-ff502e349640,f7dbb39c-860d-4836-aad3-7a349276d04e,4fdb4c3e-d350-446e-b914-016b5168675d,Blinding Lights,The Weeknd,2026-06-19 13:53:33,skipped,2026-06-19 13:54:33
5ef5f15c-080a-4492-8da7-ddbcddf48eaf,3cfcf6cf-f98a-406b-88c4-c429d7c9ebe8,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,Naatu Naatu,M. M. Keeravani,2026-06-19 13:53:40,pending,2026-06-19 14:15:40
e9d6f366-497c-44d8-9e90-25c1d128ceef,7014fa95-8252-48a6-a2ac-87e13181d093,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,Get Lucky,Daft Punk,2026-06-19 13:54:02,pending,2026-06-19 13:55:02
6cd124f6-c55b-4661-998f-f592ef199114,131bcd7e-8627-487b-b4ae-6108520a55c1,e9a7d752-9b25-4616-92b3-edb905512202,Fix You,Coldplay,2026-06-19 13:55:15,accepted,2026-06-19 13:56:15
557948f7-d1cd-40ee-b238-5bff008e6745,a0d350e6-0183-4b65-8fda-46b707c07c2d,55829a23-649b-4c07-8fac-48687f0dbbf1,Take Five,Dave Brubeck,2026-06-19 13:55:26,rejected,2026-06-19 13:56:26
1c155a76-786b-4720-8816-14305b08bd4c,a0d350e6-0183-4b65-8fda-46b707c07c2d,55829a23-649b-4c07-8fac-48687f0dbbf1,Kesariya,Arijit Singh,2026-06-19 13:55:37,skipped,2026-06-19 14:15:37
55800814-fb1e-4994-b11b-6996ec022cbe,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,6108e19c-0b10-42b2-bc4a-a75f74a31b89,Dynamite,BTS,2026-06-19 13:55:48,pending,2026-06-19 14:04:48
d0305bf5-4c5e-40fb-b839-8ec835c31de1,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,6108e19c-0b10-42b2-bc4a-a75f74a31b89,Blinding Lights,The Weeknd,2026-06-19 13:56:04,rejected,2026-06-19 14:18:04
05c9dd48-5005-4fa5-9736-996e22f9d143,a0d350e6-0183-4b65-8fda-46b707c07c2d,55829a23-649b-4c07-8fac-48687f0dbbf1,Fix You,Coldplay,2026-06-19 13:56:09,accepted,2026-06-19 14:15:09
191f7c26-04e5-4d2d-8a29-f0e9f2db56ec,7014fa95-8252-48a6-a2ac-87e13181d093,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,Kesariya,Arijit Singh,2026-06-19 13:56:15,skipped,2026-06-19 14:26:15
10ff6e93-1171-4d5c-bcd5-940e9af4a6f8,131bcd7e-8627-487b-b4ae-6108520a55c1,e9a7d752-9b25-4616-92b3-edb905512202,Kesariya,Arijit Singh,2026-06-19 13:57:09,skipped,2026-06-19 14:22:09
6742d914-c9df-47b7-8b66-e1d124ad7fe8,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,6108e19c-0b10-42b2-bc4a-a75f74a31b89,Take Five,Dave Brubeck,2026-06-19 13:57:14,accepted,2026-06-19 14:26:14
d544cba5-46df-4327-837e-3937dec8cebc,c814dc47-94e5-4b77-8fe3-dd72d9764411,618b0ae7-0fff-48fb-9370-a843df38b9c6,Naatu Naatu,M. M. Keeravani,2026-06-19 13:57:42,accepted,2026-06-19 14:16:42
6011527f-e551-4617-b411-0200c0787b61,a0d350e6-0183-4b65-8fda-46b707c07c2d,55829a23-649b-4c07-8fac-48687f0dbbf1,Lofi Rain,Chillhop Music,2026-06-19 13:58:04,pending,2026-06-19 14:22:04
2d1b3dd4-ead2-4ca2-8b15-c203714f0eeb,f2e5b3d6-5659-4d9d-b0bf-1381e937771d,4fdb4c3e-d350-446e-b914-016b5168675d,In the End,Linkin Park,2026-06-19 13:58:27,accepted,2026-06-19 14:14:27
951753ad-fc13-4760-b884-6a000cdb2c58,2e42a985-ba1a-4782-a04b-1a0176644e4b,a95af4fd-cedb-4891-82b8-7a98a84d797d,Starboy,The Weeknd,2026-06-19 13:58:45,played,2026-06-19 13:58:45
53af2a1e-7651-4eec-8c1a-32cbc6c4b6fb,3cfcf6cf-f98a-406b-88c4-c429d7c9ebe8,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Dynamite,BTS,2026-06-19 13:59:02,pending,2026-06-19 14:04:02
f8555dad-b83b-42f7-bb1f-cd7ab9c32ecf,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,061b5104-ae8b-4699-b5cf-5e040ea1b762,Blinding Lights,The Weeknd,2026-06-19 13:59:14,pending,2026-06-19 14:05:14
9a8bf123-c02a-4d23-9e55-390a3ba38e81,208947d4-c876-4e2b-9385-cf670518637e,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,Take Five,Dave Brubeck,2026-06-19 14:00:08,played,2026-06-19 14:00:08
be432dd8-fff0-4ca8-b388-42ef63b7f724,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,3f78906d-8830-4afd-9569-6682c625741e,Dynamite,BTS,2026-06-19 14:00:36,played,2026-06-19 14:00:36
f922b9be-21bf-44c9-ace9-ed95bb4f94ae,f2e5b3d6-5659-4d9d-b0bf-1381e937771d,25e54e8f-c21a-44aa-ba25-ba90dd594590,Starboy,The Weeknd,2026-06-19 14:01:03,played,2026-06-19 14:01:03
b4aaa297-7095-478b-9903-9b72fc76a4b3,c814dc47-94e5-4b77-8fe3-dd72d9764411,618b0ae7-0fff-48fb-9370-a843df38b9c6,Naatu Naatu,M. M. Keeravani,2026-06-19 14:01:31,pending,2026-06-19 14:27:31
de5e19b7-c8e9-4923-ba2c-bc25b9a8ccaf,176a9a2d-ff4b-4633-a57f-b752c6eb193d,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,Blinding Lights,The Weeknd,2026-06-19 14:02:03,pending,2026-06-19 14:04:03
6907b4e9-106d-4f06-9e23-8df8a6f789af,7dad220d-1743-482b-9442-f5c4e19f4714,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,Dynamite,BTS,2026-06-19 14:02:15,played,2026-06-19 14:02:15
03679c20-7cd0-4754-a8a2-ecb9509b8529,1ba20688-5794-4761-bc8d-08074ed286b5,8c1c7130-727a-4ee2-99f4-710a13ac717a,Take Five,Dave Brubeck,2026-06-19 14:02:51,played,2026-06-19 14:02:51
84ea0d3c-8dae-4811-aaa2-db9f75e65e95,47ae6f13-73c8-48c2-a27b-3e4290e410b7,55829a23-649b-4c07-8fac-48687f0dbbf1,Take Five,Dave Brubeck,2026-06-19 14:03:12,played,2026-06-19 14:03:12
a966ab8b-7ce1-43aa-8835-e0f881e5cb6c,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Get Lucky,Daft Punk,2026-06-19 14:03:24,accepted,2026-06-19 14:14:24
b92cc8e7-259c-401e-b799-adf3c7880ece,47ae6f13-73c8-48c2-a27b-3e4290e410b7,55829a23-649b-4c07-8fac-48687f0dbbf1,Starboy,The Weeknd,2026-06-19 14:03:35,played,2026-06-19 14:03:35
0ecace3d-2d31-4ef8-b413-ff8e15e5d023,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,b77e12ac-c966-4c38-8d0c-b7afef27f6db,In the End,Linkin Park,2026-06-19 14:03:40,rejected,2026-06-19 14:31:40
030d8619-a960-4abb-9d02-e058bfada246,47ae6f13-73c8-48c2-a27b-3e4290e410b7,4fdb4c3e-d350-446e-b914-016b5168675d,Lofi Rain,Chillhop Music,2026-06-19 14:03:51,skipped,2026-06-19 14:23:51
7a5cc3fb-56c5-48e6-a3eb-30511661bc99,1ba20688-5794-4761-bc8d-08074ed286b5,8c1c7130-727a-4ee2-99f4-710a13ac717a,Naatu Naatu,M. M. Keeravani,2026-06-19 14:03:58,rejected,2026-06-19 14:16:58
cbe64bc9-3917-4d51-b50a-53a9eae3c4d3,c814dc47-94e5-4b77-8fe3-dd72d9764411,618b0ae7-0fff-48fb-9370-a843df38b9c6,In the End,Linkin Park,2026-06-19 14:04:42,accepted,2026-06-19 14:34:42
a7535324-c1d9-44ad-b94d-cda4838a3c8d,a99ec8bf-f1fd-49dd-b0cc-f1ecf3bc6111,3b8c4752-b3a3-420b-9c74-36921cf61c76,Starboy,The Weeknd,2026-06-19 14:04:54,accepted,2026-06-19 14:14:54
b705b843-9ebb-45e7-9c08-6f6bb27267e1,7dad220d-1743-482b-9442-f5c4e19f4714,09cdf1f0-7630-488c-bfb3-caca63923097,Starboy,The Weeknd,2026-06-19 14:05:15,accepted,2026-06-19 14:10:15
775e7000-14cd-4d32-8b45-e9fbbfb8670a,47ae6f13-73c8-48c2-a27b-3e4290e410b7,4fdb4c3e-d350-446e-b914-016b5168675d,Naatu Naatu,M. M. Keeravani,2026-06-19 14:05:28,accepted,2026-06-19 14:26:28
fd072d9c-f244-4b51-bcb0-47c7d5cb62fb,d228e8d1-1f2b-4b71-b091-c2c8eeb36ff5,373c3697-78cf-4304-af76-ea5a452dad05,In the End,Linkin Park,2026-06-19 14:05:43,pending,2026-06-19 14:22:43
42584948-3f87-4b68-8abc-83efc00b187b,1ba20688-5794-4761-bc8d-08074ed286b5,8c1c7130-727a-4ee2-99f4-710a13ac717a,Kesariya,Arijit Singh,2026-06-19 14:06:59,skipped,2026-06-19 14:07:59
a76f60cc-34c5-42ab-b6b9-e89bea725051,47ae6f13-73c8-48c2-a27b-3e4290e410b7,55829a23-649b-4c07-8fac-48687f0dbbf1,Kesariya,Arijit Singh,2026-06-19 14:07:16,pending,2026-06-19 14:33:16
f83b9ab0-b582-4106-9ac7-3909f6602096,a99ec8bf-f1fd-49dd-b0cc-f1ecf3bc6111,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,Blinding Lights,The Weeknd,2026-06-19 14:07:53,accepted,2026-06-19 14:23:53
1f70be72-1f2b-4de8-8b26-712388fb616e,91e35056-a755-4369-b151-efa195c8c494,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Dynamite,BTS,2026-06-19 14:08:33,skipped,2026-06-19 14:22:33
134952f0-d749-42f5-a6f5-5af9d7198132,bd33bbe5-05ca-4947-a7c8-9f6098afcaa9,25e54e8f-c21a-44aa-ba25-ba90dd594590,Get Lucky,Daft Punk,2026-06-19 14:09:25,rejected,2026-06-19 14:26:25
cb005bdb-4089-4ec2-b7fe-9fe5fe1b93e2,a99ec8bf-f1fd-49dd-b0cc-f1ecf3bc6111,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,Dynamite,BTS,2026-06-19 14:09:30,pending,2026-06-19 14:32:30
c374a74b-138e-497f-ba29-b1c3edb5a7f9,69738dc3-9f2b-474d-958e-bb2a0c4f1171,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Take Five,Dave Brubeck,2026-06-19 14:09:36,rejected,2026-06-19 14:32:36
ccb3fa0d-1493-4743-a15d-4b815e0b5067,bd33bbe5-05ca-4947-a7c8-9f6098afcaa9,252c4b16-8466-4b90-8f96-8f90afd0291f,In the End,Linkin Park,2026-06-19 14:09:58,played,2026-06-19 14:09:58
