id,room_id,call_type,started_at,ended_at,call_status,duration_seconds
e9a430ac-dff7-4a4b-9967-be4efc31cd3e,c059cf71-1252-40af-a490-505d135491ad,video,2026-06-19 11:01:51,2026-06-19 13:21:51,connected,8400
e9a430ac-dff7-4a4b-9967-be4efc31cd3e,c059cf71-1252-40af-a490-505d135491ad,video,2026-06-19 11:01:51,2026-06-19 11:02:00,completed,9
4ab2862d-c81c-46b9-8b56-1fbb49dcfdea,5a6dd61b-1f58-4eeb-842e-41c40354a51d,video,2026-06-19 11:02:13,2026-06-19 12:15:13,connected,4380
4ab2862d-c81c-46b9-8b56-1fbb49dcfdea,5a6dd61b-1f58-4eeb-842e-41c40354a51d,video,2026-06-19 11:02:13,2026-06-19 11:02:29,completed,16
3c3f215c-284f-4601-a70c-1b3f6b034281,c059cf71-1252-40af-a490-505d135491ad,audio,2026-06-19 11:02:40,2026-06-19 14:43:40,connected,13260
b37ed64f-a89f-451e-b2f1-29287b38d8a3,c5205ab3-b31e-4906-8bb7-9e37504b78cd,video,2026-06-19 11:57:27,2026-06-19 14:13:27,connected,8160
b37ed64f-a89f-451e-b2f1-29287b38d8a3,c5205ab3-b31e-4906-8bb7-9e37504b78cd,video,2026-06-19 11:57:27,2026-06-19 11:58:03,completed,36
c9660028-2456-404e-a2c4-ccf24003572c,c5205ab3-b31e-4906-8bb7-9e37504b78cd,audio,2026-06-19 11:58:25,2026-06-19 15:23:25,connected,12300
c9660028-2456-404e-a2c4-ccf24003572c,c5205ab3-b31e-4906-8bb7-9e37504b78cd,audio,2026-06-19 11:58:25,2026-06-19 11:58:36,completed,11
8b1d46da-3958-4cb0-b33d-c2e52d2f4698,9ad7a3b0-e078-45bd-b82b-cd974a0918dd,audio,2026-06-19 12:00:49,2026-06-19 14:33:49,connected,9180
8e774ccb-b5bd-48a9-a3f5-59ef16da9656,42d19a2e-3e76-4265-9fdf-8009b3ae6fb1,video,2026-06-19 12:01:24,2026-06-19 12:45:24,connected,2640
8e774ccb-b5bd-48a9-a3f5-59ef16da9656,42d19a2e-3e76-4265-9fdf-8009b3ae6fb1,video,2026-06-19 12:01:24,2026-06-19 12:01:30,completed,6
244521e4-9829-4cf1-bc67-68a5356d53c4,8c2fde24-7697-464b-853e-ba717ed348ec,video,2026-06-19 12:24:17,2026-06-19 15:02:17,connected,9480
489e0024-2a73-4639-8d62-d5f36433f78e,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:33:47,2026-06-19 14:19:47,connected,6360
ee617819-0f9c-463a-a71e-d425e7447f09,0a2674cf-b13d-45b9-bc2b-c526adb7e735,audio,2026-06-19 12:33:57,2026-06-19 16:27:57,connected,14040
cab96d30-0ea0-4dd7-9cfd-b6aa9169e491,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:34:03,2026-06-19 13:15:03,connected,2460
489e0024-2a73-4639-8d62-d5f36433f78e,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:33:47,2026-06-19 12:34:33,completed,46
ee617819-0f9c-463a-a71e-d425e7447f09,0a2674cf-b13d-45b9-bc2b-c526adb7e735,audio,2026-06-19 12:33:57,2026-06-19 12:34:40,completed,43
cab96d30-0ea0-4dd7-9cfd-b6aa9169e491,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:34:03,2026-06-19 12:34:59,completed,56
a8647bf5-0b65-407b-aa15-2b96239709be,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:35:18,2026-06-19 14:53:18,connected,8280
a8647bf5-0b65-407b-aa15-2b96239709be,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 12:35:18,2026-06-19 12:35:33,completed,15
d1a384c7-9182-4b98-89bb-af2eb730555e,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:35:40,2026-06-19 14:40:40,connected,7500
323f57df-39e4-4aca-941c-79e762634ee5,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:35:47,2026-06-19 13:13:47,connected,2280
d1a384c7-9182-4b98-89bb-af2eb730555e,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:35:40,2026-06-19 12:36:03,completed,23
323f57df-39e4-4aca-941c-79e762634ee5,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:35:47,2026-06-19 12:36:09,completed,22
e06d9aee-9833-41e7-86e3-6600c4672b37,0a2674cf-b13d-45b9-bc2b-c526adb7e735,audio,2026-06-19 12:36:33,2026-06-19 13:07:33,connected,1860
e06d9aee-9833-41e7-86e3-6600c4672b37,0a2674cf-b13d-45b9-bc2b-c526adb7e735,audio,2026-06-19 12:36:33,2026-06-19 12:36:45,completed,12
63c143b9-45ef-40b4-8569-b5e88e33a3de,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:38:42,2026-06-19 15:48:42,connected,11400
b713e940-1be7-427f-bfc2-b243f001f971,0a2674cf-b13d-45b9-bc2b-c526adb7e735,video,2026-06-19 13:46:01,2026-06-19 16:06:01,connected,8400
63c143b9-45ef-40b4-8569-b5e88e33a3de,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,audio,2026-06-19 12:38:42,2026-06-19 13:46:06,completed,4044
adde3aed-bb8c-48c8-83d8-da708e4240fd,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:46:11,2026-06-19 17:08:11,connected,12120
b713e940-1be7-427f-bfc2-b243f001f971,0a2674cf-b13d-45b9-bc2b-c526adb7e735,video,2026-06-19 13:46:01,2026-06-19 13:46:16,completed,15
383f9fd1-b0ec-44f3-aec7-258f4c043cf9,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:46:26,2026-06-19 17:00:26,connected,11640
adde3aed-bb8c-48c8-83d8-da708e4240fd,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:46:11,2026-06-19 13:46:42,completed,31
cc34d0cf-a718-4a4e-94ee-b1f1d0371c54,0a2674cf-b13d-45b9-bc2b-c526adb7e735,video,2026-06-19 13:46:47,2026-06-19 16:52:47,connected,11160
383f9fd1-b0ec-44f3-aec7-258f4c043cf9,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:46:26,2026-06-19 13:46:58,completed,32
cc34d0cf-a718-4a4e-94ee-b1f1d0371c54,0a2674cf-b13d-45b9-bc2b-c526adb7e735,video,2026-06-19 13:46:47,2026-06-19 13:47:08,completed,21
5cf98b29-bdc2-474a-95ba-68fce873b6aa,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,audio,2026-06-19 13:47:33,2026-06-19 14:40:33,connected,3180
9624ce61-f3f2-406f-9e64-c916e8c4335f,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,video,2026-06-19 13:47:40,2026-06-19 16:05:40,connected,8280
2e34feac-af9f-41a9-a797-5939ad713e37,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:47:45,2026-06-19 14:16:45,connected,1740
5cf98b29-bdc2-474a-95ba-68fce873b6aa,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,audio,2026-06-19 13:47:33,2026-06-19 13:47:51,completed,18
9624ce61-f3f2-406f-9e64-c916e8c4335f,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,video,2026-06-19 13:47:40,2026-06-19 13:48:02,completed,22
3912c011-ba9f-46cc-b432-dcbdef178b67,2cdbdbea-fd2a-43be-b248-0249d9126bb6,video,2026-06-19 13:48:08,2026-06-19 16:57:08,connected,11340
2e34feac-af9f-41a9-a797-5939ad713e37,4a536761-b276-4efd-b1c5-b39c13532e0e,video,2026-06-19 13:47:45,2026-06-19 13:48:13,completed,28
3912c011-ba9f-46cc-b432-dcbdef178b67,2cdbdbea-fd2a-43be-b248-0249d9126bb6,video,2026-06-19 13:48:08,2026-06-19 13:48:23,completed,15
462792e3-d8db-40f8-bb8c-999c1d91ef65,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,video,2026-06-19 13:48:30,2026-06-19 16:20:30,connected,9120
462792e3-d8db-40f8-bb8c-999c1d91ef65,74f3b84f-7b2a-4a11-91dc-40d9ad1b0f0d,video,2026-06-19 13:48:30,2026-06-19 13:48:35,completed,5
144947b6-3c30-4c9c-8e27-f3d9f7da10c4,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,video,2026-06-19 13:50:15,2026-06-19 14:15:15,connected,1500
144947b6-3c30-4c9c-8e27-f3d9f7da10c4,3ff9ec41-058e-4cd4-a4b5-fb611a48db4f,video,2026-06-19 13:50:15,2026-06-19 13:50:21,completed,6
71f65fb4-8a66-4322-9b6b-2f3e6175da66,f7dbb39c-860d-4836-aad3-7a349276d04e,video,2026-06-19 13:50:27,2026-06-19 16:22:27,connected,9120
71f65fb4-8a66-4322-9b6b-2f3e6175da66,f7dbb39c-860d-4836-aad3-7a349276d04e,video,2026-06-19 13:50:27,2026-06-19 13:50:38,completed,11
60f7890b-f8c5-4548-afeb-4d3992c2a516,0de1814b-4946-40be-b5a6-fd3734a0d8bb,audio,2026-06-19 13:50:54,2026-06-19 16:17:54,connected,8820
60f7890b-f8c5-4548-afeb-4d3992c2a516,0de1814b-4946-40be-b5a6-fd3734a0d8bb,audio,2026-06-19 13:50:54,2026-06-19 13:51:00,completed,6
a809374b-84f7-43e8-a580-5f25066ebc5b,2cdbdbea-fd2a-43be-b248-0249d9126bb6,video,2026-06-19 13:51:32,2026-06-19 15:52:32,connected,7260
a809374b-84f7-43e8-a580-5f25066ebc5b,2cdbdbea-fd2a-43be-b248-0249d9126bb6,video,2026-06-19 13:51:32,2026-06-19 13:51:39,completed,7
147a353a-d55a-4aa6-ba91-ab5fa1e56f35,bb978260-41c9-45c1-ad40-20e7196a03eb,video,2026-06-19 13:52:53,2026-06-19 16:38:53,connected,9960
147a353a-d55a-4aa6-ba91-ab5fa1e56f35,bb978260-41c9-45c1-ad40-20e7196a03eb,video,2026-06-19 13:52:53,2026-06-19 13:52:59,completed,6
d17cb3bb-e473-4113-b61d-3a2fc34a7d3c,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,audio,2026-06-19 13:53:05,2026-06-19 17:35:05,connected,13320
d17cb3bb-e473-4113-b61d-3a2fc34a7d3c,e435cf64-b10d-49f2-96e3-96f0e0a8e8d9,audio,2026-06-19 13:53:05,2026-06-19 13:53:10,completed,5
fba59810-d739-433f-bd7d-9c0cd38e725c,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,video,2026-06-19 13:53:28,2026-06-19 14:20:28,connected,1620
fba59810-d739-433f-bd7d-9c0cd38e725c,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,video,2026-06-19 13:53:28,2026-06-19 13:53:33,completed,5
220d76de-2925-4b06-9d21-b266cffb712b,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 13:53:51,2026-06-19 17:33:51,connected,13200
220d76de-2925-4b06-9d21-b266cffb712b,4a536761-b276-4efd-b1c5-b39c13532e0e,audio,2026-06-19 13:53:51,2026-06-19 13:53:57,completed,6
e76e6fc6-775f-40fd-9394-5a5c6e94c393,bb978260-41c9-45c1-ad40-20e7196a03eb,video,2026-06-19 13:54:08,2026-06-19 14:39:08,connected,2700
e76e6fc6-775f-40fd-9394-5a5c6e94c393,bb978260-41c9-45c1-ad40-20e7196a03eb,video,2026-06-19 13:54:08,2026-06-19 13:54:14,completed,6
baffaf60-8755-49f4-a5f3-1d7328c75f0d,0de1814b-4946-40be-b5a6-fd3734a0d8bb,video,2026-06-19 13:54:47,2026-06-19 17:31:47,connected,13020
baffaf60-8755-49f4-a5f3-1d7328c75f0d,0de1814b-4946-40be-b5a6-fd3734a0d8bb,video,2026-06-19 13:54:47,2026-06-19 13:54:58,completed,11
fba81f6b-0d4b-441d-9bb1-51070457219f,a0d350e6-0183-4b65-8fda-46b707c07c2d,audio,2026-06-19 13:55:09,2026-06-19 17:21:09,connected,12360
fba81f6b-0d4b-441d-9bb1-51070457219f,a0d350e6-0183-4b65-8fda-46b707c07c2d,audio,2026-06-19 13:55:09,2026-06-19 13:55:15,completed,6
ea8ad906-58ba-40e3-a965-13bf52d337c9,3244c321-add1-44ed-849c-cc002fba2396,audio,2026-06-19 13:55:42,2026-06-19 17:29:42,connected,12840
d0ea1192-c043-482b-84dd-19356c834056,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,video,2026-06-19 13:55:48,2026-06-19 16:30:48,connected,9300
ea8ad906-58ba-40e3-a965-13bf52d337c9,3244c321-add1-44ed-849c-cc002fba2396,audio,2026-06-19 13:55:42,2026-06-19 13:55:54,completed,12
d0ea1192-c043-482b-84dd-19356c834056,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,video,2026-06-19 13:55:48,2026-06-19 13:56:21,completed,33
dfd1e77d-a852-4775-baf0-a2758f00ab76,386a23db-0929-4e5d-8316-f261c1dc90eb,audio,2026-06-19 13:57:03,2026-06-19 17:40:03,connected,13380
dfd1e77d-a852-4775-baf0-a2758f00ab76,386a23db-0929-4e5d-8316-f261c1dc90eb,audio,2026-06-19 13:57:03,2026-06-19 13:57:14,completed,11
0b7a370e-7f8a-484a-9c27-24cdbb381f52,3244c321-add1-44ed-849c-cc002fba2396,audio,2026-06-19 13:57:26,2026-06-19 15:40:26,connected,6180
0b7a370e-7f8a-484a-9c27-24cdbb381f52,3244c321-add1-44ed-849c-cc002fba2396,audio,2026-06-19 13:57:26,2026-06-19 13:57:31,completed,5
a49eb785-6b3e-48e8-b882-4fd27b05763e,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,video,2026-06-19 13:58:15,2026-06-19 14:52:15,connected,3240
a49eb785-6b3e-48e8-b882-4fd27b05763e,970a6132-7ee2-44f6-9b14-eaa2ff9e8ee8,video,2026-06-19 13:58:15,2026-06-19 13:58:27,completed,12
96b756b2-63cd-4d28-a76c-a264fb6c4e80,49d1e5f4-3d76-4635-bf13-cab1f292c062,audio,2026-06-19 13:58:33,2026-06-19 14:52:33,connected,3240
9b660e0a-2df3-4a59-9be9-37adc8eb59cc,386a23db-0929-4e5d-8316-f261c1dc90eb,video,2026-06-19 13:58:51,2026-06-19 15:03:51,connected,3900
96b756b2-63cd-4d28-a76c-a264fb6c4e80,49d1e5f4-3d76-4635-bf13-cab1f292c062,audio,2026-06-19 13:58:33,2026-06-19 13:59:08,completed,35
9b660e0a-2df3-4a59-9be9-37adc8eb59cc,386a23db-0929-4e5d-8316-f261c1dc90eb,video,2026-06-19 13:58:51,2026-06-19 13:59:19,completed,28
ec63e7f3-bc54-4c98-b5f2-47a2638f32a4,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,video,2026-06-19 13:59:25,2026-06-19 17:14:25,connected,11700
ec63e7f3-bc54-4c98-b5f2-47a2638f32a4,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,video,2026-06-19 13:59:25,2026-06-19 13:59:32,completed,7
f3b6c3c7-97a0-42ec-82ba-73f81f050419,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,audio,2026-06-19 13:59:43,2026-06-19 17:47:43,connected,13680
f3b6c3c7-97a0-42ec-82ba-73f81f050419,5d93a6fb-31ca-4a8a-8148-e149fb6c7b53,audio,2026-06-19 13:59:43,2026-06-19 13:59:49,completed,6
f3a22dcf-4402-457f-b967-5a44e486042d,497eca2f-8bc0-44eb-9546-82d3b36ad468,video,2026-06-19 14:00:24,2026-06-19 14:16:24,connected,960
f3a22dcf-4402-457f-b967-5a44e486042d,497eca2f-8bc0-44eb-9546-82d3b36ad468,video,2026-06-19 14:00:24,2026-06-19 14:00:36,completed,12
7d7434cb-e3cf-4ff7-9796-849f91b4b60e,f2e5b3d6-5659-4d9d-b0bf-1381e937771d,audio,2026-06-19 14:01:03,2026-06-19 17:04:03,connected,10980
7d7434cb-e3cf-4ff7-9796-849f91b4b60e,f2e5b3d6-5659-4d9d-b0bf-1381e937771d,audio,2026-06-19 14:01:03,2026-06-19 14:01:13,completed,10
c0950f0d-756e-4059-b71a-4aac6a6701b0,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,audio,2026-06-19 14:03:02,2026-06-19 15:56:02,connected,6780
c0950f0d-756e-4059-b71a-4aac6a6701b0,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,audio,2026-06-19 14:03:02,2026-06-19 14:03:12,completed,10
8e5efeb6-4ff4-43aa-af19-51a16f42483f,47ae6f13-73c8-48c2-a27b-3e4290e410b7,video,2026-06-19 14:03:51,2026-06-19 16:16:51,connected,7980
8e5efeb6-4ff4-43aa-af19-51a16f42483f,47ae6f13-73c8-48c2-a27b-3e4290e410b7,video,2026-06-19 14:03:51,2026-06-19 14:04:03,completed,12
bf228187-db35-4947-8dc6-d30c26362880,c814dc47-94e5-4b77-8fe3-dd72d9764411,audio,2026-06-19 14:04:19,2026-06-19 14:52:19,connected,2880
bf228187-db35-4947-8dc6-d30c26362880,c814dc47-94e5-4b77-8fe3-dd72d9764411,audio,2026-06-19 14:04:19,2026-06-19 14:04:25,completed,6
e05f246e-d96f-48da-be48-d69cfe9997e0,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:04:31,2026-06-19 16:11:31,connected,7620
e05f246e-d96f-48da-be48-d69cfe9997e0,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:04:31,2026-06-19 14:04:37,completed,6
1fa6d032-1cda-443c-ba94-6f5626e1fd62,497eca2f-8bc0-44eb-9546-82d3b36ad468,video,2026-06-19 14:04:48,2026-06-19 18:00:48,connected,14160
1fa6d032-1cda-443c-ba94-6f5626e1fd62,497eca2f-8bc0-44eb-9546-82d3b36ad468,video,2026-06-19 14:04:48,2026-06-19 14:04:54,completed,6
68402242-a570-4a08-be5f-29470dbd14d8,1ba20688-5794-4761-bc8d-08074ed286b5,video,2026-06-19 14:05:55,2026-06-19 17:59:55,connected,14040
68402242-a570-4a08-be5f-29470dbd14d8,1ba20688-5794-4761-bc8d-08074ed286b5,video,2026-06-19 14:05:55,2026-06-19 14:06:05,completed,10
5cef7546-b6d3-40a2-980b-1f7f281c657d,0e85c595-db6f-45e4-a26f-bbcae74b47e1,video,2026-06-19 14:06:48,2026-06-19 18:05:48,connected,14340
5cef7546-b6d3-40a2-980b-1f7f281c657d,0e85c595-db6f-45e4-a26f-bbcae74b47e1,video,2026-06-19 14:06:48,2026-06-19 14:06:59,completed,11
a4f04d75-406f-4c0d-b639-40807b6ac0f3,a99ec8bf-f1fd-49dd-b0cc-f1ecf3bc6111,video,2026-06-19 14:07:05,2026-06-19 17:23:05,connected,11760
a4f04d75-406f-4c0d-b639-40807b6ac0f3,a99ec8bf-f1fd-49dd-b0cc-f1ecf3bc6111,video,2026-06-19 14:07:05,2026-06-19 14:07:42,completed,37
2acad817-a5e4-452c-9d46-4f2cdc015469,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:08:05,2026-06-19 16:49:05,connected,9660
2acad817-a5e4-452c-9d46-4f2cdc015469,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:08:05,2026-06-19 14:08:10,completed,5
578b4621-197e-4cdb-894d-80fa776e067f,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,audio,2026-06-19 14:08:39,2026-06-19 17:13:39,connected,11100
578b4621-197e-4cdb-894d-80fa776e067f,87ce19ae-a629-4a84-ac3c-d3b55a7e91d9,audio,2026-06-19 14:08:39,2026-06-19 14:08:44,completed,5
23f76fe2-7a50-4e2b-bb6b-54ddebef0c95,69738dc3-9f2b-474d-958e-bb2a0c4f1171,audio,2026-06-19 14:08:56,2026-06-19 17:32:56,connected,12240
23f76fe2-7a50-4e2b-bb6b-54ddebef0c95,69738dc3-9f2b-474d-958e-bb2a0c4f1171,audio,2026-06-19 14:08:56,2026-06-19 14:09:03,completed,7
ef6ae3bc-3bcf-46f5-889d-748e955b91ba,d228e8d1-1f2b-4b71-b091-c2c8eeb36ff5,audio,2026-06-19 14:10:27,2026-06-19 16:59:27,connected,10140
ef6ae3bc-3bcf-46f5-889d-748e955b91ba,d228e8d1-1f2b-4b71-b091-c2c8eeb36ff5,audio,2026-06-19 14:10:27,2026-06-19 14:10:39,completed,12
0a73996a-70b6-4f60-b31a-3f7104faa4c7,69738dc3-9f2b-474d-958e-bb2a0c4f1171,audio,2026-06-19 14:10:54,2026-06-19 16:07:54,connected,7020
41aab6a9-7d53-4527-bbb6-ef415e69b60c,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:11:06,2026-06-19 16:49:06,connected,9480
0a73996a-70b6-4f60-b31a-3f7104faa4c7,69738dc3-9f2b-474d-958e-bb2a0c4f1171,audio,2026-06-19 14:10:54,2026-06-19 14:11:22,completed,28
72a9db54-ca65-424b-9b25-03af0b83d397,d228e8d1-1f2b-4b71-b091-c2c8eeb36ff5,video,2026-06-19 14:11:56,2026-06-19 14:34:56,connected,1380
41aab6a9-7d53-4527-bbb6-ef415e69b60c,208947d4-c876-4e2b-9385-cf670518637e,audio,2026-06-19 14:11:06,2026-06-19 14:12:07,completed,61
72a9db54-ca65-424b-9b25-03af0b83d397,d228e8d1-1f2b-4b71-b091-c2c8eeb36ff5,video,2026-06-19 14:11:56,2026-06-19 14:12:13,completed,17
86ea6b80-0318-40d8-8bb8-a722356d8435,47ae6f13-73c8-48c2-a27b-3e4290e410b7,video,2026-06-19 14:13:07,2026-06-19 15:38:07,connected,5100
86ea6b80-0318-40d8-8bb8-a722356d8435,47ae6f13-73c8-48c2-a27b-3e4290e410b7,video,2026-06-19 14:13:07,2026-06-19 14:13:21,completed,14
886126ac-4aec-4f53-8525-e0ee94a69164,e7cf1b4e-a902-4e06-9fc6-19fdc0e7db18,video,2026-06-19 14:13:39,2026-06-19 18:12:39,connected,14340
6600ca5d-d212-416d-8af0-2bd575a4eb80,91e35056-a755-4369-b151-efa195c8c494,audio,2026-06-19 14:13:51,2026-06-19 14:55:51,connected,2520
886126ac-4aec-4f53-8525-e0ee94a69164,e7cf1b4e-a902-4e06-9fc6-19fdc0e7db18,video,2026-06-19 14:13:39,2026-06-19 14:13:57,completed,18
6600ca5d-d212-416d-8af0-2bd575a4eb80,91e35056-a755-4369-b151-efa195c8c494,audio,2026-06-19 14:13:51,2026-06-19 14:14:02,completed,11
663f49b0-78db-470a-bac3-fe97835e89a1,b6ca0082-fcd4-4bd1-a33a-ea281e30a185,video,2026-06-19 14:14:41,2026-06-19 16:58:41,connected,9840
663f49b0-78db-470a-bac3-fe97835e89a1,b6ca0082-fcd4-4bd1-a33a-ea281e30a185,video,2026-06-19 14:14:41,2026-06-19 14:14:57,completed,16
91d437a7-db62-49eb-8d95-0c657f674d2c,b6ca0082-fcd4-4bd1-a33a-ea281e30a185,video,2026-06-19 14:15:15,2026-06-19 15:51:15,connected,5760
91d437a7-db62-49eb-8d95-0c657f674d2c,b6ca0082-fcd4-4bd1-a33a-ea281e30a185,video,2026-06-19 14:15:15,2026-06-19 14:15:27,completed,12
3906412f-1e7e-46ec-9c83-f31f8524f1e6,bd33bbe5-05ca-4947-a7c8-9f6098afcaa9,video,2026-06-19 14:16:16,2026-06-19 16:42:16,connected,8760
3906412f-1e7e-46ec-9c83-f31f8524f1e6,bd33bbe5-05ca-4947-a7c8-9f6098afcaa9,video,2026-06-19 14:16:16,2026-06-19 14:16:22,completed,6
f2837a4f-2737-4c9e-b6df-974f7613e95f,23ab150d-bb46-41fe-b7f9-2c0d7a52bde2,video,2026-06-19 14:17:35,2026-06-19 17:07:35,connected,10200
f2837a4f-2737-4c9e-b6df-974f7613e95f,23ab150d-bb46-41fe-b7f9-2c0d7a52bde2,video,2026-06-19 14:17:35,2026-06-19 14:17:53,completed,18
5d68cb87-e295-4c1e-a086-56d33a4e765b,e7cf1b4e-a902-4e06-9fc6-19fdc0e7db18,audio,2026-06-19 14:17:59,2026-06-19 17:10:59,connected,10380
5d68cb87-e295-4c1e-a086-56d33a4e765b,e7cf1b4e-a902-4e06-9fc6-19fdc0e7db18,audio,2026-06-19 14:17:59,2026-06-19 14:18:06,completed,7
71c6acaa-9b1a-4a40-83c3-9f945f99bbd4,88142620-867b-4634-be9a-4183e60ae87a,audio,2026-06-19 14:18:13,2026-06-19 15:20:13,connected,3720
71c6acaa-9b1a-4a40-83c3-9f945f99bbd4,88142620-867b-4634-be9a-4183e60ae87a,audio,2026-06-19 14:18:13,2026-06-19 14:18:21,completed,8
9f3f61d7-ce25-40d6-9fce-ddab04bca399,0e85c595-db6f-45e4-a26f-bbcae74b47e1,video,2026-06-19 14:18:32,2026-06-19 15:27:32,connected,4140
9f3f61d7-ce25-40d6-9fce-ddab04bca399,0e85c595-db6f-45e4-a26f-bbcae74b47e1,video,2026-06-19 14:18:32,2026-06-19 14:18:49,completed,17
