id,room_id,user_id,joined_at,left_at
5add0f67-2588-4523-b58a-cf3ee957771d,67ee9e31-c75b-45cf-ab0f-06ffcd5e112c,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:39:45,2026-06-19 15:37:45
67b1c83e-530b-48c0-948a-6fc3fb66312a,f29560af-a9fc-4ec6-a810-6280f6592090,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 14:40:43,2026-06-19 15:39:43
99474fba-3324-4f70-8b6c-0edb9eb4c282,767add67-09aa-49ff-8867-730226ecc605,6746fcd9-3095-4b62-aa03-12fecb4a285f,2026-06-19 14:42:02,2026-06-19 17:38:02
52d33aef-e775-4f42-93ff-3909cd2f89f6,a69f6e78-1d27-480f-8fa6-4a18d731a739,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 14:42:44,2026-06-19 16:34:44
2a081aa0-394c-460b-a677-1d5857679f6b,acc489bf-dd96-48e9-b7ca-50d5114bae4b,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 14:44:13,2026-06-19 16:38:13
abc6444d-3052-48f9-b787-d19f3dca01c8,a02d3b45-4451-44b2-b303-0d112390b26b,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 14:44:46,2026-06-19 14:50:46
819f048f-e6bd-4a7d-b5e0-0240e6758ece,b762b9a9-aa9e-459c-a7d5-0aa01b369dd7,22a990f3-a58e-4b79-a832-f797a1f2489f,2026-06-19 14:45:54,2026-06-19 17:12:54
0fb8c409-0492-4048-97b7-c66c8bdec8db,396aedc6-f9eb-4a53-9393-03e1bf0dd943,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 14:46:48,2026-06-19 16:32:48
1c913e20-954c-418f-a552-da183560c939,ea82e670-0971-4e40-a50e-839a7c520e22,25e54e8f-c21a-44aa-ba25-ba90dd594590,2026-06-19 14:46:58,2026-06-19 15:48:58
8751e9bc-31f4-41f9-a382-3f969f34aa2f,78a96c4b-6a2a-4238-8ab5-4b62e5156fa7,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 14:47:56,2026-06-19 15:19:56
5780a8a8-732b-445a-abe0-7e45373f366c,41473418-d282-49ec-9167-a947be059266,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 14:48:15,2026-06-19 16:55:15
ac4d3b47-eec5-4a34-bfe3-2df30c9e8741,614c5c5a-7054-4a3f-af7e-785c826974a3,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 14:49:22,2026-06-19 15:58:22
babdfb0f-8641-4fb4-8775-68b274a85b4d,124bd07f-e4ea-44d1-9537-c9b6e103f1a5,b77e12ac-c966-4c38-8d0c-b7afef27f6db,2026-06-19 14:49:31,2026-06-19 15:18:31
eb5b756a-1a10-4b55-b376-c56e5de7444f,e3c0c092-9639-434e-8c68-604e953eadfd,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 14:50:09,2026-06-19 14:57:09
076b47d4-ec30-4981-acce-2eb3959bfb3e,8ff131e9-7816-4254-beac-d7b96672940e,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 14:50:26,2026-06-19 15:25:26
62bb46ec-7b80-48ff-95f6-03e21f2dd26a,0bf03e9e-53a8-47ac-8239-5f2f23070598,9b11cdc8-911e-4fe1-861b-87ff4d9c2093,2026-06-19 14:50:33,2026-06-19 17:40:33
d69f673b-523a-4633-83e6-aac519f91d36,a63da84c-202c-4532-b12d-d2e958225036,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 14:50:56,2026-06-19 15:11:56
ed1731e2-bdf5-417a-a385-c376de04e36e,7fff9a43-60bd-44d2-83e3-a86902eb3779,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 14:55:02,2026-06-19 17:08:02
3025596c-7e67-4804-ae21-800487a8fdc7,c59640d6-65e2-4892-83d8-968b28020d58,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 14:55:34,2026-06-19 16:35:34
a3e0b369-9a95-4479-b2f0-521b557ece8f,c4ebc001-2afc-4f38-a0c1-c33083a939e5,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 14:56:51,2026-06-19 16:38:51
ed8f859f-09d2-4c7b-9c6e-448500ea1fdc,32552039-39a0-441d-9a2e-aaec1c3a78f3,9fd6178d-2e32-495f-b3aa-e2cb46aef3f6,2026-06-19 14:57:30,2026-06-19 17:22:30
8fb88af2-dfda-4ef3-a352-f643cac7ce6a,7e75c12f-36c6-4312-a3a5-65077df7094c,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 14:59:24,2026-06-19 16:48:24
bbb157fa-34b4-4738-96ee-fc8663475974,b6a632af-72e1-44cd-ba41-f1527869d793,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 14:59:44,2026-06-19 17:56:44
ab50b58b-0710-490e-b0fa-38a1fa44c474,bb52263e-3435-4480-a5da-87adbcba149d,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 15:01:48,2026-06-19 15:13:48
d7392e3a-c16a-42ee-a3a3-284998c91d5e,15cc7738-bdd6-40de-8e00-ab7d5800847c,8c1c7130-727a-4ee2-99f4-710a13ac717a,2026-06-19 15:05:25,2026-06-19 15:42:25
83c6451a-99bc-4907-a67e-f8620288fa9a,daa156d4-e41b-4641-b271-0efeb59f4fe8,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 15:05:43,2026-06-19 17:14:43
15dc7461-8013-474c-9756-7f326cb5c174,17432660-8f16-4f2b-8c02-52f60135d5ee,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 15:06:39,2026-06-19 16:46:39
bb5f2f38-8cc3-408e-9b20-a04c67deb1c9,78630354-315d-4788-8880-32e64840dfe7,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,2026-06-19 15:07:21,2026-06-19 16:21:21
9659e29d-8a1e-4d99-9de0-ec3f8e09e138,80c8195b-c79b-4d74-8ec2-97ceb32506b9,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,2026-06-19 15:07:51,2026-06-19 16:55:51
480c40d9-f880-4719-ba8f-589cab53f93f,6a3db312-d7c9-485b-9076-cad870a49044,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 15:11:04,2026-06-19 18:10:04
bc0eaefd-e7cd-495a-b8cf-8ba3d0a52e8b,913cff33-293f-434a-852f-2fe1dd1074ff,22a990f3-a58e-4b79-a832-f797a1f2489f,2026-06-19 15:11:24,2026-06-19 15:20:24
8d29088c-c038-4f87-8e61-37ceecaa78b0,398ddc69-76dd-455a-99e7-410fc412a799,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 15:11:38,2026-06-19 16:29:38
3150f128-29d9-43fd-acae-102a172f9e95,3c92b719-a0fb-40f6-93da-a4efb05fed74,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 15:12:08,2026-06-19 15:49:08
89d20ea1-d39d-46c6-ba9d-5c85daa46629,001630ee-7f0c-4745-8ee6-7d131ec5c79e,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,2026-06-19 15:12:42,2026-06-19 15:53:42
0fbf7def-1c30-4459-8f60-edfa0ae2c484,8f741ef5-ad61-4d9a-bb7a-cc0d0df0edba,3b8c4752-b3a3-420b-9c74-36921cf61c76,2026-06-19 15:16:20,2026-06-19 15:38:20
66bd0a4c-44a8-40c9-9742-032ad9179e28,5a059927-b21e-44b2-80a4-98e5e2553510,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 15:16:38,2026-06-19 17:29:38
c4694fb0-3421-4f18-abaa-dc83adf302d6,91ec0208-7678-4922-824e-27ed8cb427d4,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 15:16:46,2026-06-19 15:55:46
5be9ed5b-bc79-4302-9fa5-2101a89c87e5,e7bf129d-35c1-44c2-8499-21a842c4a3d7,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 15:17:28,2026-06-19 15:45:28
f93caedf-b14c-4576-b9b1-391ee2832e57,1d4991b6-16e4-413f-88d1-04e93481decc,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 15:18:37,2026-06-19 16:48:37
e9cfa5d7-ccd7-44f3-9267-c5cb20896fd2,9086e59c-3c01-4a67-b75b-421b7675c298,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 15:19:21,2026-06-19 17:44:21
bf1e04eb-c6d2-49e1-b210-4f0796335fb6,63358dce-c0e0-4b4c-aeb3-bbd2e08fa296,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 15:19:45,2026-06-19 17:13:45
93120613-f345-44e2-af2e-6d1b7e942f0b,35293907-8cf7-4140-be98-185e9c985ccb,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,2026-06-19 15:19:54,2026-06-19 15:51:54
7386c27b-058f-40d7-8e49-c19aff97e73a,910affe6-44bb-4ba8-8bf2-95bf689c63a8,12322423-8605-4a4d-a56e-320798952caf,2026-06-19 15:20:10,2026-06-19 16:17:10
291439d6-f5d3-438a-a414-e99aac014ccc,cfcebde9-7eec-4112-8bc2-3e23a801045d,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 15:21:17,2026-06-19 16:59:17
85455062-6d46-44de-b14f-d969623e17e4,8d3ef232-688a-4e52-9322-6fc8b8448ace,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 15:22:00,2026-06-19 16:59:00
1a838fa8-2ad3-4194-a733-96dca008767d,8bf5413a-3d5a-4ce7-bb8b-d49dad124c18,06976bce-6513-48e4-9af3-08e5c05693cd,2026-06-19 15:23:07,2026-06-19 17:48:07
edc7b34a-1e1d-444f-8aa5-bf75fab43b77,dc6f7a45-4db3-4c03-b412-1a5ef7620d40,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,2026-06-19 15:24:55,2026-06-19 18:14:55
e8483b3c-0551-45e6-b6b0-6cff018ccec9,b9bde260-870d-4a6d-a1b1-4fe08bf077cf,cfb82812-3cd3-47ac-aba4-f0ec54e7a3a0,2026-06-19 15:26:51,2026-06-19 17:55:51
b0ed2658-48ad-4dbd-8de2-5d7c1bc46ed5,ba617306-085e-4a35-993b-38eadb6e2695,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 15:28:52,2026-06-19 18:17:52
76f9d075-64bb-41e6-8c1f-507f44048d9a,7c7bd179-7278-4b46-81c6-df1ff5589f11,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 15:31:05,2026-06-19 17:35:05
9e4f0eee-d0dc-4589-9502-b620d14f8cc0,c909d4f9-e341-4195-9e29-0b2e184623d4,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,2026-06-19 15:31:13,2026-06-19 16:09:13
b45b9ad8-7dcd-4b0e-815b-4b158a48fb3f,6757ac7c-b8ac-486b-a24a-6de6f632624c,a95af4fd-cedb-4891-82b8-7a98a84d797d,2026-06-19 15:31:21,2026-06-19 16:44:21
d1c8178b-943c-45a3-b874-8f7dbf6e1178,4eff7bf1-6a13-4a43-bd85-44502e5175d0,8592972f-fa8c-430f-b937-da5d53ec0f79,2026-06-19 15:32:10,2026-06-19 17:36:10
f6bb915a-b692-4544-850a-ea9fc2c9745d,21d0e45c-0bb2-4f31-a179-a835b41b9144,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 15:35:17,2026-06-19 18:02:17
f1a645cd-9ce3-46a0-975f-501a4acb7dab,d20c4888-e276-4b42-8e00-76c1e74f8a86,a346bb1e-a7ff-4018-9c61-0eca86df0f61,2026-06-19 15:35:40,2026-06-19 17:54:40
577569ab-d86b-485c-8347-c0973f2d6f6e,4d52fa5b-d498-4d38-b55b-ae0a7ab6659c,618b0ae7-0fff-48fb-9370-a843df38b9c6,2026-06-19 15:37:11,2026-06-19 16:42:11
fc665dd7-9900-434b-9784-0bcb6a248c23,bb87fc34-f655-400e-b50f-ad08a0c23ad2,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,2026-06-19 15:37:52,2026-06-19 17:22:52
daece86a-7e91-4a4b-8302-23a027cf791e,34d8f9f9-309f-4cc0-ac97-6b88d2e67227,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 15:38:22,2026-06-19 18:13:22
037843c7-b36e-451f-98b9-9caacb8f2e4b,d42ae5ec-9996-40da-948f-975c63e52971,6108e19c-0b10-42b2-bc4a-a75f74a31b89,2026-06-19 15:38:39,2026-06-19 17:26:39
e2b7c5bf-61e5-4ed6-a58b-80ae3b6f1562,1bc7b5d9-489c-4b9c-a887-b3d2e4c0dfc6,12322423-8605-4a4d-a56e-320798952caf,2026-06-19 15:39:09,2026-06-19 16:21:09
eb9f01e4-8f00-4089-a1f8-9537e431a8ed,b6c54620-6182-415f-94a9-38994d853e15,373c3697-78cf-4304-af76-ea5a452dad05,2026-06-19 15:39:59,2026-06-19 15:56:59
279d0728-4ab9-4939-8c41-846c2cd00940,083d2208-70d7-4f35-8924-92e29c126b10,22a990f3-a58e-4b79-a832-f797a1f2489f,2026-06-19 15:41:04,2026-06-19 17:25:04
730093c1-7f52-4044-829d-2655e91410d9,e9a7a9bc-347c-424f-9e33-faabb8fa72eb,604cc5c8-b374-4801-ad23-e6a8e117d809,2026-06-19 15:41:22,2026-06-19 17:49:22
fb6dc5b8-31f3-4898-8cb7-a8ae97dfa413,ed548462-96ae-4068-890a-897b1ef2bc66,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 15:41:35,2026-06-19 15:50:35
7b5f11bf-2f13-4cab-915d-2610c661edb9,23431060-a8ed-49ef-a319-4ba1d914677b,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 15:41:59,2026-06-19 16:19:59
0ed0b6c4-a073-4e39-bfd6-a6420668a52c,71ae2c2b-9c8e-4071-a396-c67b27eeda4d,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 15:44:33,2026-06-19 16:53:33
0917b030-8efb-42d7-9d48-21be591756fa,364cefec-94f4-4e1b-9c32-a69de67fcde8,8e8dc62e-dec8-4a50-99cf-d96a02710343,2026-06-19 15:47:35,2026-06-19 16:56:35
2c352c03-f5bd-4472-a4ce-acb2f1103dc3,ffdde15b-c794-4718-bc31-81273f4a957a,c1323a63-30c3-41c2-a010-6259c8ad8714,2026-06-19 15:48:34,2026-06-19 18:01:34
c4ef0121-0709-4376-9ab5-b44e2e0f2715,299ac79a-4382-48c5-a7af-1b7163986dd8,39b3f684-9677-4ff0-bc81-276b045ab4aa,2026-06-19 15:49:12,2026-06-19 17:17:12
50cfacdc-e3ce-4162-afe8-403e5ce89c87,34ac592d-75c1-445f-9b7e-aa9bbd34f3fd,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 18:25:11,2026-06-19 19:12:11
73c9278e-5976-4121-a28d-38999df998fc,3fc81aed-4883-4699-85a4-81b0c85c19aa,9ab76931-aeeb-4afa-bd81-01968bc461c6,2026-06-19 18:25:16,2026-06-19 18:47:16
7706bd36-361d-44be-91f5-b4fa1c7d2f41,07b2f7b4-0c5d-4088-b2bc-2f75a6020986,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,2026-06-19 18:25:43,2026-06-19 21:02:43
72ba80aa-23b9-4d3f-9b82-e11ce8eedb8e,2e42c296-2124-4b21-98c6-ab9756d1615c,55829a23-649b-4c07-8fac-48687f0dbbf1,2026-06-19 18:25:57,2026-06-19 20:55:57
dc58a170-06aa-4b8b-882b-cba31a4ae44b,2b26e395-d26a-4178-895c-2d3715f060dd,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 18:26:18,2026-06-19 19:06:18
e918e06d-50aa-4fc3-8262-096fa4e1bf67,42a4efa6-317a-4587-8dad-4fc0119820e5,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 18:26:53,2026-06-19 20:41:53
940761fe-a772-4c20-ac80-cf298b297e84,a495f321-4758-497c-97f6-661e7ae72650,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 18:27:32,2026-06-19 19:24:32
286a4a35-2e91-4a35-860f-ebaf3438937c,f3fd46bc-7279-4325-8716-77e0478044bc,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 18:27:39,2026-06-19 21:09:39
bbfc7f41-6fd6-4ddd-bc85-39150ed5b01d,8ba7f32d-06c2-4ead-906d-f0ff57b5452d,67465aa7-e829-469c-8151-d4d82a624b55,2026-06-19 18:28:53,2026-06-19 20:10:53
94f57a26-4fa8-45b7-8888-889d3d962d74,8f2c27ec-f597-4e93-92fa-584f50c73614,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 18:29:21,2026-06-19 20:10:21
f20e8ad7-2edc-4a8c-8549-d31a13126a72,ed5a8cab-8de7-4d54-9e9f-7849f6849349,b9cebfec-6756-4c31-af63-82cd7e08ca88,2026-06-19 18:29:55,2026-06-19 20:23:55
e885db61-2b86-46dc-ad05-ff2c21b459e2,150e26c8-d1f8-4a5d-96d9-f5698de441df,a35c2cf1-67e9-494e-bbb2-3606ec946d9e,2026-06-19 18:30:32,2026-06-19 19:25:32
8c4fac18-4e01-48c5-8947-8f47a0959a6f,7d0a8b6b-cd33-47cb-9318-e27859c34ecd,1c92f5ed-55b7-4c90-8efa-2741a382d3e3,2026-06-19 18:31:54,2026-06-19 19:30:54
bba67ea2-eeb4-4003-a107-d5c7cb900669,2537aae1-1045-4a33-b51d-d8e5a09f4d48,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 18:32:46,2026-06-19 18:37:46
0ba94694-7985-4f0c-bbf8-773e3371fbc5,f3bdc776-58d9-44af-8e90-640fa53c67de,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,2026-06-19 18:33:27,2026-06-19 19:50:27
51bfa6c6-b16e-49f8-b97e-e13840ebb15f,8e0e4f1b-40b8-4400-a57b-9ddb82a6709c,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 18:34:51,2026-06-19 20:41:51
c8a55222-4dc8-458e-94fb-1d7eab1b1e89,26571b1e-98da-400d-a309-e428d7010d22,b67bd8b7-c2ef-46f2-b752-0407b8ed5341,2026-06-19 18:35:18,2026-06-19 19:46:18
6f3bf397-3418-4874-9ba7-25cbec174298,ecba2309-d5f4-4de7-9341-a9122adec875,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 18:35:46,2026-06-19 21:02:46
925a4038-cc10-4648-9532-e5c2b54a8a9a,58c94de4-63a0-4f0c-bfc2-886e7d7d6bce,8061b56b-6e3e-4011-8e9e-620e4c777195,2026-06-19 18:38:33,2026-06-19 19:36:33
861afa18-4cf6-473f-8618-4f76c18b7b8f,5414b024-d8d6-46e7-9ce3-4a3c85f4d967,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 18:38:40,2026-06-19 18:53:40
86cb74fe-7e11-4bd7-b386-8714551e2164,287cc42d-3c03-455a-8ef5-2e08d2821c0a,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,2026-06-19 18:39:15,2026-06-19 18:54:15
5faeb8ad-e34f-4d8b-aaf9-aef66078e2d2,f822d323-4b4b-4042-84a7-2572603106b8,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 18:39:33,2026-06-19 18:51:33
0d7456c2-bdb9-4f83-8923-effd68101398,a52a5522-6608-4dcb-bf19-6b265f25f7dd,2ceca7b2-cf0d-4e98-81b8-104bab7143c9,2026-06-19 18:39:39,2026-06-19 20:41:39
0b95c85d-8a6c-44d3-8cde-c06f211238c2,08e173fb-3382-4a2a-b976-b6994ea3d428,55eda42c-ebef-41e1-a9a4-64e2a6eb6bc4,2026-06-19 18:39:48,2026-06-19 18:59:48
c3b3119e-789c-46de-a920-f884082e8944,157dd896-f89a-4931-8f82-34137508d177,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 18:39:54,2026-06-19 18:50:54
f94196d0-2d1e-4e8a-ac9e-223ad6549f25,0cf29416-270b-4fbf-87f7-eea49297c9f7,1f2504b1-a8c2-487d-b463-eb1d7a077e48,2026-06-19 18:40:08,2026-06-19 19:44:08
f8f1e1db-abab-474b-8fae-e6ed29ea390d,49d39bd4-2d25-4949-8fd9-8408fa34b593,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,2026-06-19 18:40:29,2026-06-19 20:03:29
7634ce2b-c4bd-4a46-9e04-82069e5175a4,89c4c775-fbd8-46f9-9b51-e9d634a52661,0f42e55c-e2f1-4ef6-959b-0e39485b881f,2026-06-19 18:40:49,2026-06-19 21:02:49
e5f07adb-8deb-44e6-8f35-4f9eff9548a6,fc618f4a-65e3-48b7-ad05-984db8ef1ff1,061b5104-ae8b-4699-b5cf-5e040ea1b762,2026-06-19 18:41:36,2026-06-19 21:26:36
9ddb2f84-58b9-4c01-b0cc-8c22beff341c,be3c5400-ebb2-48db-a623-63d2e659a164,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 18:42:17,2026-06-19 19:56:17
df673361-bbd6-4a8d-9518-4de9d088d222,1e29c1e0-f5ac-4d35-8e74-52d4af4da8cf,1876e0cb-1cae-42b9-9e47-a01e7d06bab2,2026-06-19 18:44:42,2026-06-19 19:08:42
311f56cc-898d-4054-8db9-fed2d54d8060,7ace9c03-9a0b-4d5e-9cab-e5a1c9b143db,8a52dde1-0eb7-4cdf-a260-8946b5996f11,2026-06-19 18:45:20,2026-06-19 20:21:20
0d28b376-8f0d-4f7b-8c01-8e4a8cfa0104,209c5ebf-eb68-448c-b6a0-10926b75b0d3,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,2026-06-19 18:45:33,2026-06-19 21:23:33
73b0cd69-d70e-4dac-a570-79a2f7c2c39b,e2e87705-05eb-4d06-9fde-ad15750a791c,16680d46-fc8a-4691-8b00-b09bc2004a19,2026-06-19 18:46:12,2026-06-19 21:01:12
3ec00e0c-bb77-48c6-9297-1c5f1db596df,657f3722-b0d0-4026-b06e-a02e31b8d1b3,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 18:47:57,2026-06-19 20:28:57
3d4daed3-5dbf-42e7-8253-4ea454a0c854,eeaae77b-721e-445f-8dcb-46700a7c9a2b,38be73d8-5ac3-452f-9590-060525df25af,2026-06-19 18:48:17,2026-06-19 20:45:17
752379c0-4098-4acd-b2ef-a2dd8a43db1d,03755fa8-c155-4504-91be-1152b0e365d2,4fdb4c3e-d350-446e-b914-016b5168675d,2026-06-19 18:48:29,2026-06-19 19:07:29
03fbd5ac-ca05-4390-af33-c8ca9c73fa23,040044e8-a179-4f12-b094-c55e149f7a43,e9a7d752-9b25-4616-92b3-edb905512202,2026-06-19 18:49:58,2026-06-19 19:26:58
cd6d8aa1-d885-4279-92b7-934b8d00773b,1d46618b-06ae-4460-a5c0-c69972220cf6,09cdf1f0-7630-488c-bfb3-caca63923097,2026-06-19 18:50:10,2026-06-19 20:41:10
4496e2ec-eb4d-4397-b3fb-4a0ca645d62d,8e13a186-cd8a-44ef-a955-ec7c4106f5b0,935e89a9-8b0c-4881-bacd-5eba3c421d14,2026-06-19 18:51:23,2026-06-19 20:39:23
3b91c252-97f5-478f-84fa-818263f69685,85c83ba1-a4b9-49c4-b560-9186b8e27ab9,f4069231-0d41-4175-853e-0ef898226d97,2026-06-19 18:51:43,2026-06-19 21:51:43
2dd1bcdf-bd7d-4cca-8b68-7bba55ae292e,f90a873f-8e07-4f3c-83da-63aa284dc214,bac6d5f1-3c7d-4a24-b9f7-a361d17def20,2026-06-19 18:52:05,2026-06-19 19:40:05
df179d67-ff83-44fd-b90b-3ca203e815be,aa90c5c5-7867-45b9-8e26-3b3ecf39b4fa,22a990f3-a58e-4b79-a832-f797a1f2489f,2026-06-19 18:52:30,2026-06-19 18:59:30
fed8fb74-497d-45a0-9d7d-cb80ea80fbad,61b4ed11-e45c-48dc-8049-f905dec724e2,7a9d5fb0-a416-4f2e-af89-c7b367d8ff11,2026-06-19 18:53:19,2026-06-19 20:33:19
e2dac31d-c92d-4347-af16-73ac1341e26d,fe5af5b0-b608-4420-9cac-7a532b5ca318,891bc6b6-cdb7-4d63-b086-81a126bb775a,2026-06-19 18:54:18,2026-06-19 19:09:18
3363f02b-e3f9-4e4e-a744-68792bd42157,0f09cd5e-0ced-43ca-ab3e-76a016aa58e4,a9df166f-15a5-405e-8af7-472cba5d2aea,2026-06-19 18:54:54,2026-06-19 21:03:54
6589419e-46b1-41f9-8951-ccb7d0d66c78,4b6ae484-655d-4980-b65b-8959806826bf,fe3011a0-c931-4512-aa21-3b4013c88951,2026-06-19 18:55:23,2026-06-19 20:14:23
8b0a187e-2089-4fed-9174-08127a176da8,8882ba43-90ff-4cf3-8438-b3d878590379,252c4b16-8466-4b90-8f96-8f90afd0291f,2026-06-19 18:56:07,2026-06-19 19:09:07
